ad_id,rec_num,coder,NOCODE,NOCODE_TXT,TEXT,VIDEO,IMAGE,LINK,ADREMOVED,NODISCLAIMER,OFFICE1,CAND1,TONE1,OFFICE2,CAND2,TONE2,OFFICE3,CAND3,TONE3,OFFICE4,CAND4,TONE4,OFFICE5,CAND5,TONE5,OFFICE6,CAND6,TONE6,OFFICE7,CAND7,TONE7,OFFICE8,CAND8,TONE8,MORETHAN8,MORETHAN8_TXT,candnumber,othercand1_mnt,othercand1_pic,othercand1_audio,othercand1_ocr,othercand1_txt,othercand2_mnt,othercand2_pic,othercand2_audio,othercand2_ocr,othercand2_txt,othercand3_mnt,othercand3_pic,othercand3_audio,othercand3_ocr,othercand3_txt,othercand4_mnt,othercand4_pic,othercand4_audio,othercand4_ocr,othercand4_txt,othercand5_mnt,othercand5_pic,othercand5_audio,othercand5_ocr,othercand5_txt,DEMMT,GOPMT,FAVORED,MULTI_FAV,TARGETED,MULTI_TGT,NOCAND,FAV1,FAV2,FAV3,FAV4,FAV5,FAV6,FAV7,FAV8,TGT1,TGT2,TGT3,TGT4,TGT5,TGT6,TGT7,TGT8,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE,MENTION1,MENTION33,MENTION3,MENTION4,MENTION5,MENTION6,MENTION7,MENTION8,MENTION15,MENTION16,MENTION17,MENTION19,MENTION21,MENTION23,MENTIONCOMM,MENTIONNEIGH,MENTIONTOGETH,MENTION18,MENTION26,MENTIONWC,MENTIONMC,MENTIONUC,TOC_DRUGS,TOC_ECON,TOC_EDU,TOC_ENVT,TOC_ETHICS,TOC_FOREIGN,TOC_HEALTH,TOC_LAW,TOC_SOCIAL,TOC_OTHER,ISSUE210,ISSUE41,ISSUE54,ISSUE106,ISSUE44,ISSUE33,ISSUE22,ISSUE10,ISSUE11,ISSUE12,ISSUE13,ISSUE20,ISSUE18,ISSUE16,ISSUE217,ISSUE17,ISSUE14,ISSUE215,ISSUE23,ISSUE19,ISSUE15,ISSUE21,ISSUE24,ISSUE50,ISSUE51,ISSUE52,ISSUE80,ISSUE82,ISSUE113,ISSUE83,ISSUE84,ISSUE90,ISSUE91,ISSUE92,ISSUE60,ISSUE61,ISSUE62,ISSUE63,ISSUE64,ISSUE68,ISSUE69,ISSUE66,ISSUE67,ISSUE70,ISSUE71,ISSUE72,ISSUE73,ISSUE74,ISSUE75,ISSUE76,ISSUE65,ISSUE114,ISSUE53,ISSUE59,ISSUE58,ISSUE55,ISSUE110,ISSUE218,ISSUE219,ISSUE220,ISSUE208,ISSUE105,ISSUE116,ISSUE117,ISSUE209,ISSUE40,ISSUE45,ISSUE43,ISSUE42,ISSUE212,ISSUE221,ISSUE200,ISSUE95,ISSUE109,ISSUE30,ISSUE32,ISSUE37,GUNPIC,ISSUE108,ISSUE102,ISSUE56,ISSUE57,ISSUE112,ISSUE31,ISSUE101,ISSUE38,ISSUE39,ISSUE34,ISSUE35,ISSUE36,ISSUE107,ISSUE93,ISSUE111,ISSUE94,ISSUE96,ISSUE98,ISSUE99,ISSUE103,ISSUE104,ISSUE118,ISSUE97,ISSUE97_TXT,CAND1_pic,CAND1_pic_tone,CAND2_pic,CAND2_pic_tone,CAND3_pic,CAND3_pic_tone,CAND4_pic,CAND4_pic_tone,CAND5_pic,CAND5_pic_tone,CAND6_pic,CAND6_pic_tone,CAND7_pic,CAND7_pic_tone,CAND8_pic,CAND8_pic_tone,pic_face,pic_color,pic_otherpeople,pic_oth,pic_oth_txt,PAGENAME_INFO,PAGENAME_INFO_TXT,OTHERNOTES,OTHERNOTES_TXT,PROB_VID_NOCODE,PROB_VID_PARTIAL,PROB_DONTUSE,PROB_SPANISH,PROB_OTH,PROB_QUEST,PROB_OTH_TXT,PROB_QUEST_TXT,NOMINATE,NOMINATE_TXT
x_357213165505075,24,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Jared Nieuwenhuis,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,,,,,,,,,Economy (generic reference),,,,,,Employment / Jobs,,,,,,,,Farming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1028969650903528,25,zcabrerahern@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Joe Biden,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,,Yes,,God/Faith,Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral/Family/Religious Values,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1066436110440621,26,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,Environment/Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment (generic reference),,,Energy Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1537949273067662,27,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show disaproval or opposition,Down-ballot candidate/governor,Down-ballot candidate/governor,Unclear whether support or opposition,President,Donald Trump,In a way to show disaproval or opposition,Other national politician,Mike Pence,Unclear whether support or opposition,,,,,,,,,,,,,, ,4,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Ling Ling Chang,,,,Mentioned in on-screen text of video or image,Josh Newman,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,Health/Healthcare,,Social/Social Welfare Issues,,,,,,,,,,,Government Spending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,Seniors (not Medicare),,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_267271304238548,28,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,Other national politician,Barack Obama,In a way to show approval or support,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,"Yes, in a way to show disapproval or opposition",,,One targeted candidate,,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),Invite the viewer to learn more about a group/candidate,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Barack Obama,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1064679137315905,29,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,President,Joe Biden,In a way to show approval or support,Other national politician,Kamala Harris,In a way to show approval or support,,,,,,,,,,,,,,,,, ,3,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,Joe Biden,,,,,,,Donald Trump,,,,,,,,,,,GOTV efforts (get out the vote),,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Environment/Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment (generic reference),Global Warming / Climate Change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1079786035797630,30,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,,,,,,,,,,,,,,,,,,,,,,,,,, ,0,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,Yes,Biden is mentioned in the page name,, ,,,,,,, , ,, 
x_395190285210547,31,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Joe Biden,In a way to show approval or support,U.S. Senate,Mitch McConnell,In a way to show disaproval or opposition,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,, ,3,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,"Yes, in a way to show disapproval or opposition",One favored candidate,,One targeted candidate,,,Joe Biden,,,,,,,,,,Donald Trump,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,,,,Employment / Jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation/Infrastructure,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_416684222640936,32,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Joe Biden,In a way to show disaproval or opposition,Other national politician,Hillary Clinton,In a way to show disaproval or opposition,Other national politician,Barack Obama,In a way to show disaproval or opposition,U.S. House,Nancy Pelosi,In a way to show disaproval or opposition,,,,,,,,,,,,,, ,4,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Joe Biden,,,,,,,,,,Selling of merchandise,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1010714329351872,33,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Joe Biden,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,Request for donations,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Environment/Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Joe Biden,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1248256845561517,34,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,U.S. Senate,MJ Hegar,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,MJ Hegar,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,Health/Healthcare,,Social/Social Welfare Issues,,,,,,,,,,,,Recession / Economic Stimulus,,,,,Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,Civil Rights/Racial Discrimination,,,,,,,,,,,,,,, ,MJ Hegar,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1003979066693107,35,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,,,,,,,,,,,,,,,,,,,,,,,,,, ,0,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,Yes,Trump is mentioned in page name,, ,,,,,,, , ,, 
x_1396701967387857,36,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,Law & Order,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,,,,,,,No,No,,,Supreme Court/Judiciary,,,,,,,Abortion,,,,,,,,,LGBTQ Issues/Rights,,,,,,,,,,,,,,,,,, ,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, 
x_2397609613881796,37,medward2@bowdoin.edu,, ,Text,Video(s),,Link(s),,,U.S. Senate,Lindsey Graham,In a way to show disaproval or opposition,U.S. Senate,Bill Bledsoe,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show disapproval or opposition",No,One favored candidate,,One targeted candidate,,,,Bill Bledsoe,,,,,,,Lindsey Graham,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guns,Gun pictured in ad,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1005151503333024,38,medward2@bowdoin.edu,, ,Text,Video(s),,Link(s),,,President,Donald Trump,In a way to show approval or support,President,Joe Biden,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Donald Trump,,,,,,,,,,,,,,,,,,Selling of merchandise,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1002566923574572,39,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,President,Joe Biden,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,Joe Biden,,,,,,,Donald Trump,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Education/Child Care/Family Leave,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,Education/Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1205000993210710,40,medward2@bowdoin.edu,, ,Text,Video(s),,Link(s),,,President,Donald Trump,In a way to show approval or support,President,Joe Biden,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Donald Trump,,,,,,,,,,,,,,,,,,Selling of merchandise,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_2063455227120359,41,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Joe Biden,In a way to show disaproval or opposition,Other national politician,Barack Obama,In a way to show disaproval or opposition,,,In a way to show disaproval or opposition,,,Unclear whether support or opposition,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Joe Biden,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foreign/Defense Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 11th,,,,,,Iran,ISIL/ISIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1001544710292408,42,medward2@bowdoin.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Donald Trump,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1000539140448647,43,medward2@bowdoin.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1022910798168382,44,medward2@bowdoin.edu,, ,Text,Video(s),,Link(s),,,President,Joe Biden,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Joe Biden,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Police/police brutality/Racial Violence,,,,,,,Guns,Gun pictured in ad,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1027002844411810,45,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,,,,,,,,,,,,,,,,,,,,,,,,,, ,0,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,Yes,Trump is mentioned in page name,, ,,,,,,, , ,, 
x_2767651863516534,46,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,Health/Healthcare,,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,,,,Employment / Jobs,Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),"ACA/Obamacare/Health care law, etc.",,Medicare,,,,,Outbreaks of infectious disease (incl. Coronavirus),Health reform/AHCA/Trumpcare/2017 Republican efforts to repeal (and replace) Oba,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emergency Preparedness/Response,,,Other,Insurance,,,,,,,,,,,,,,,,,,,,, ,Yes,Issues: Guns,, ,,,,,,, , ,, 
x_1279453779120162,47,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,U.S. Senate,David Perdue,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,David Perdue,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_812840052875585,48,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Donald Trump,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Court/Judiciary,,,,,,,Abortion,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1089982444792247,49,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1007206903040188,50,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show approval or support,U.S. Senate,Susan Collins,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,Request for viewer to contact a legislator,,,,,,Invite the viewer to learn more about a group/candidate,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Court/Judiciary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1055173651591088,51,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,U.S. Senate,Amy McGrath,In a way to show approval or support,U.S. Senate,Mitch McConnell,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,Amy McGrath,,,,,,,,,Mitch McConnell,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,,,,,,,,,,,,Government Spending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Amy McGrath,In a way to show approval or support,Mitch McConnell,In a way to show disaproval or opposition,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, 
