pd_id,ad_id,coder,adsponsortype,row,RecordedDate,NOCODE,NOCODE_TXT,TEXT,VIDEO,IMAGE,LINK,ADREMOVED,NODISCLAIMER,OFFICE1,CAND1,FECID1,TONE1,OFFICE2,CAND2,FECID2,TONE2,OFFICE3,CAND3,FECID3,TONE3,OFFICE4,CAND4,FECID4,TONE4,OFFICE5,CAND5,FECID5,TONE5,OFFICE6,CAND6,FECID6,TONE6,OFFICE7,CAND7,FECID7,TONE7,OFFICE8,CAND8,FECID8,TONE8,MORETHAN8,MORETHAN8_TXT,candnumber,othercand1_mnt,othercand1_pic,othercand1_audio,othercand1_ocr,othercand1_txt,othercand2_mnt,othercand2_pic,othercand2_audio,othercand2_ocr,othercand2_txt,othercand3_mnt,othercand3_pic,othercand3_audio,othercand3_ocr,othercand3_txt,othercand4_mnt,othercand4_pic,othercand4_audio,othercand4_ocr,othercand4_txt,othercand5_mnt,othercand5_pic,othercand5_audio,othercand5_ocr,othercand5_txt,DEMMT,GOPMT,FAVORED,MULTI_FAV,TARGETED,MULTI_TGT,NOCAND,FAV1,FAV2,FAV3,FAV4,FAV5,FAV6,FAV7,FAV8,TGT1,TGT2,TGT3,TGT4,TGT5,TGT6,TGT7,TGT8,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE,MENTION1,MENTION33,MENTION3,MENTION4,MENTION5,MENTION6,MENTION7,MENTION8,MENTION15,MENTION16,MENTION17,MENTION19,MENTION21,MENTION23,MENTIONCOMM,MENTIONNEIGH,MENTIONTOGETH,MENTION18,MENTION26,MENTIONWC,MENTIONMC,MENTIONUC,TOC_DRUGS,TOC_ECON,TOC_EDU,TOC_ENVT,TOC_ETHICS,TOC_FOREIGN,TOC_HEALTH,TOC_LAW,TOC_SOCIAL,TOC_OTHER,ISSUE210,ISSUE41,ISSUE54,ISSUE106,ISSUE44,ISSUE33,ISSUE22,ISSUE10,ISSUE11,ISSUE12,ISSUE13,ISSUE20,ISSUE18,ISSUE16,ISSUE217,ISSUE17,ISSUE14,ISSUE215,ISSUE23,ISSUE19,ISSUE15,ISSUE21,ISSUE24,ISSUE50,ISSUE51,ISSUE52,ISSUE80,ISSUE82,ISSUE113,ISSUE83,ISSUE84,ISSUE90,ISSUE91,ISSUE92,ISSUE60,ISSUE61,ISSUE62,ISSUE63,ISSUE64,ISSUE68,ISSUE69,ISSUE66,ISSUE67,ISSUE70,ISSUE71,ISSUE72,ISSUE73,ISSUE74,ISSUE75,ISSUE76,ISSUE65,ISSUE114,ISSUE53,ISSUE59,ISSUE58,ISSUE55,ISSUE110,ISSUE218,ISSUE219,ISSUE220,ISSUE208,ISSUE105,ISSUE116,ISSUE117,ISSUE209,ISSUE40,ISSUE45,ISSUE43,ISSUE42,ISSUE212,ISSUE221,ISSUE200,ISSUE95,ISSUE109,ISSUE30,ISSUE32,ISSUE37,GUNPIC,ISSUE108,ISSUE102,ISSUE56,ISSUE57,ISSUE112,ISSUE31,ISSUE101,ISSUE38,ISSUE39,ISSUE34,ISSUE35,ISSUE36,ISSUE107,ISSUE93,ISSUE111,ISSUE94,ISSUE96,ISSUE98,ISSUE99,ISSUE103,ISSUE104,ISSUE118,ISSUE97,ISSUE97_TXT,CAND1_pic,CAND1_pic_tone,CAND2_pic,CAND2_pic_tone,CAND3_pic,CAND3_pic_tone,CAND4_pic,CAND4_pic_tone,CAND5_pic,CAND5_pic_tone,CAND6_pic,CAND6_pic_tone,CAND7_pic,CAND7_pic_tone,CAND8_pic,CAND8_pic_tone,pic_face,pic_color,pic_otherpeople,pic_oth,pic_oth_txt,PAGENAME_INFO,PAGENAME_INFO_TXT,OTHERNOTES,OTHERNOTES_TXT,PROB_VID_NOCODE,PROB_VID_PARTIAL,PROB_DONTUSE,PROB_SPANISH,PROB_OTH,PROB_QUEST,PROB_OTH_TXT,PROB_QUEST_TXT,NOMINATE,NOMINATE_TXT,page_id,funding_entity,fbcodingset,rec_num,page_name,page_name_url,wmp_office_post090120,wmp_spontype,sponsor_name
,x_1062778037487448,swoodhams@wesleyan.edu,not classified,1852,13 Sep 21,, ,Text,,Still images(s),Link(s),,"""Ad ran without a disclaimer""",U.S. Senate,Raphael Warnock,S0GA00559,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Raphael Warnock,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,Social/Social Welfare Issues,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incarceration/Sentencing,,,,,,,,,,,,,,,,,,,,Civil Rights/Racial Discrimination,,,,,,,,,,,,,,, ,Raphael Warnock,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_170591064699,SPLC ACTION FUND,Set of 3K non-cd ads,1241,,https://www.facebook.com/170591064699,,,
,x_629969417669157,achampeau@wesleyan.edu,not classified,1650,29 Aug 21,, ,Text,Video(s),,Link(s),,,U.S. Senate,Joni Ernst,S4IA00129,In a way to show disaproval or opposition,U.S. Senate,Theresa Greenfield,S0IA00176,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,Theresa Greenfield,,,,,,,Joni Ernst,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_6165653060,"Paid for by the American Federation of State, County & Municipal Employees PEOPLE, afscme.org/afscme-people. Not authorized by any candidate or candidate’s committee.",Set of 3K non-cd ads,1126,,https://www.facebook.com/6165653060,,,
,x_1212431979113810,oramseur@wesleyan.edu,not classified,879,17 Aug 21,, ,Text,,Still images(s),Link(s),,,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,President,Joe Biden,P80000722,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,,,,,,,,,,,,,,,Employment / Jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110026044048401,"No on Prop 22, coalition to protect riders and drivers sponsored by CA labor. Committee major funding from International Brotherhood of Teamsters Service Employees International Union United Healthcare Workers West State Building and Construction Trades Council of California",Set of 3K non-cd ads,991,,https://www.facebook.com/110026044048401,,,
,x_1198671847186385,mchurch@wesleyan.edu,not classified,3122,30 Oct 21,, ,Text,Video(s),,Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,Down-ballot candidate/governor,Down-ballot candidate/governor,,In a way to show approval or support,Down-ballot candidate/governor,Down-ballot candidate/governor,,In a way to show approval or support,Down-ballot candidate/governor,Down-ballot candidate/governor,,In a way to show approval or support,President,Joe Biden,P80000722,In a way to show approval or support,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,U.S. Senate,Cory Booker,S4NJ00185,In a way to show approval or support,U.S. House,Andy Kim,H8NJ03206,In a way to show approval or support,, ,8,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Karen Cohen,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Nik Moustakas,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Fozia Janjua,,,,, ,,,,, ,"Yes, in a way to show approval or support",No,,Multiple favored candidates,,,,,Down-ballot candidate/governor,Down-ballot candidate/governor,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,,,,,,,,,,Taxes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_110909873859389,MOUNT LAUREL DEMOCRATS 2020,Set of 3K non-cd ads,1931,,https://www.facebook.com/110909873859389,,,
,x_1100097140447422,mchurch@wesleyan.edu,not classified,1143,22 Aug 21,, ,Text,,Still images(s),Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Jonathan Wallace,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,Education/Child Care/Family Leave,,,,,,,,,,,,,,,,,Government Spending,,,,,,,,,,,,,,Education/Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, ,x_425809901119477,"Georgia Safe And Strong, Inc.",Set of 3K non-cd ads,1102,,https://www.facebook.com/425809901119477,,,
,x_3180228982100395,achampeau@wesleyan.edu,not classified,1274,22 Aug 21,, ,,,,Link(s),,,President,Donald Trump,P80001571,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_101075798356272,Command Center Holdings LLC,Set of 3K non-cd ads,1415,,https://www.facebook.com/101075798356272,,,
,x_1624247714573508,zcabrerahern@wesleyan.edu,not classified,2734,09 Oct 21,, ,Text,,Still images(s),,,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,,,,,,,,,,,,,Recession / Economic Stimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_111446394016187,Win Justice,Set of 3K non-cd ads,1679,,https://www.facebook.com/111446394016187,,,
,x_795803551197187,tzarobell@wesleyan.edu,not classified,3502,20 Nov 21,, ,Text,Video(s),,,,,U.S. House,Ayanna Pressley,H8MA07032,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,Ethics,,,,Social/Social Welfare Issues,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gender Discrimination (not LGBTQ),,Civil Rights/Racial Discrimination,,,,,,,,,,,,,,Other,Ranked Choice Voting,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_111581113532778,Ranked Choice Voting 2020 Committee,Set of 3K non-cd ads,2261,,https://www.facebook.com/111581113532778,,,
,x_1182126612167680,achampeau@wesleyan.edu,not classified,910,17 Aug 21,, ,Text,,Still images(s),Link(s),,,President,Joe Biden,P80000722,In a way to show approval or support,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,Joe Biden,,,,,,,,,Donald Trump,,,,,,,,,Selling of merchandise,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_328853823844484,Balance of Power,Set of 3K non-cd ads,1369,,https://www.facebook.com/328853823844484,,,
,x_1007547499758199,swoodhams@wesleyan.edu,not classified,2129,20 Sep 21,, ,Text,Video(s),,Link(s),,"""Ad ran without a disclaimer""",Down-ballot candidate/governor,Down-ballot candidate/governor,,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Tami Calhoun,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,Drugs/Drug Abuse/Prescription Drugs,Economic Policy,,,,,Health/Healthcare,,,,,,Prescription Drugs,,,,,,,,,,,Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,Medical Bills,,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_251769592193596,DFL House Caucus,Set of 3K non-cd ads,1756,,https://www.facebook.com/251769592193596,,,
,x_1039936053190332,achampeau@wesleyan.edu,not classified,349,09 Aug 21,, ,Text,,Still images(s),Link(s),,,President,Joe Biden,P80000722,In a way to show approval or support,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,Drugs/Drug Abuse/Prescription Drugs,,,,,,,,,,,,Prescription Drugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Joe Biden,In a way to show approval or support,Kamala Harris,In a way to show approval or support,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, ,x_552783291782810,1199 Service Employees Int’l Union Federal Political Action Fund. Not authorized by any candidate or candidate’s committee.,Set of 3K non-cd ads,288,,https://www.facebook.com/552783291782810,,,
,x_343177883461595,tzarobell@wesleyan.edu,not classified,3591,22 Nov 21,, ,Text,,Still images(s),Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,,In a way to show approval or support,Down-ballot candidate/governor,Down-ballot candidate/governor,,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Deanna Mazzochi,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Jennifer Zordani,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,Down-ballot candidate/governor,,,,,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,,,,,,,,,,Taxes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Down-ballot candidate/governor,In a way to show approval or support,Down-ballot candidate/governor,In a way to show disaproval or opposition,,,,,,,,,,,,,,Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, ,x_116789554394,Illinois House Republican Organization,Set of 3K non-cd ads,2919,,https://www.facebook.com/116789554394,,,
,x_2832531410315680,medward2@bowdoin.edu,not classified,1085,21 Aug 21,, ,Text,Video(s),,Link(s),,,U.S. House,Jill Schupp,H0MO02254,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Jill Schupp,,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,Health/Healthcare,,Social/Social Welfare Issues,,,,,,,,,,,,,,Employment / Jobs,,,Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,,,,,,,No,No,,,,,,,,,,,,,,,Seniors (not Medicare),,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,Yes,"sponsor includes mention of ""agriculture""",, ,,,,,,, , ,, ,x_205395906412,"INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AM",Set of 3K non-cd ads,1073,,https://www.facebook.com/205395906412,,,
,x_1254826471564448,achampeau@wesleyan.edu,not classified,997,20 Aug 21,, ,Text,,Still images(s),Link(s),,,U.S. Senate,Steve Bullock,S0MT00173,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Steve Bullock,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Environment/Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environment (generic reference),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Steve Bullock,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_103548911154638,Rural America Fund,Set of 3K non-cd ads,1382,,https://www.facebook.com/103548911154638,,,
,x_1948787728597814,swoodhams@wesleyan.edu,not classified,1862,13 Sep 21,, ,Text,Video(s),,Link(s),,"""Ad ran without a disclaimer""",President,Joe Biden,P80000722,In a way to show approval or support,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,Planned Parenthood,,,,,,,,,,,,,,,,,Health/Healthcare,,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,Abortion,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_38446954722,Florida Alliance of Planned Parenthood Affiliates,Set of 3K non-cd ads,1265,,https://www.facebook.com/38446954722,,,
,x_3080222088905853,zcabrerahern@wesleyan.edu,not classified,3274,07 Nov 21,, ,Text,,Still images(s),Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,,In a way to show approval or support,President,Donald Trump,P80001571,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,Mentioned in text of the ad,,,Mentioned in on-screen text of video or image,Mik Huckabee,,,,, ,,,,, ,,,,, ,,,,, ,No,"Yes, in a way to show approval or support",One favored candidate,,,,,,Donald Trump,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abortion,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_6934857868,HUCK PAC,Set of 3K non-cd ads,2424,,https://www.facebook.com/6934857868,,,
,x_1047493275690820,tzarobell@wesleyan.edu,not classified,3898,05 Dec 21,, ,Text,,Still images(s),Link(s),,,President,Joe Biden,P80000722,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,,,,,,,,,,Taxes,,,,,,,,,,,Economic Disparity / Income Inequality,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_344690446467832,"Courier Newsroom, Inc.",Set of 3K non-cd ads,2299,,https://www.facebook.com/344690446467832,,,
,x_1406734523003898,swoodhams@wesleyan.edu,not classified,2461,29 Sep 21,, ,Text,,Still images(s),Link(s),,"""Ad ran without a disclaimer""",Down-ballot candidate/governor,Down-ballot candidate/governor,,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Dan Wood,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,Education/Child Care/Family Leave,Environment/Energy,,,,,,,,,,,,,,,,,,,Employment / Jobs,Business,,,,,,,,,,Education/Schools,,,,,,Energy Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Down-ballot candidate/governor,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_489240568546477,WOOG FOR WELD HOUSE DISTRICT 63,Set of 3K non-cd ads,1757,,https://www.facebook.com/489240568546477,,,
,x_313466413056773,swoodhams@wesleyan.edu,not classified,2355,27 Sep 21,, ,Text,,Still images(s),Link(s),,"""Ad ran without a disclaimer""",President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,"Yes, in a way to show disapproval or opposition",,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protests/riots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Donald Trump,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_101301864984288,Race to the White House,Set of 3K non-cd ads,1614,,https://www.facebook.com/101301864984288,,,
,x_374033863784126,achampeau@wesleyan.edu,not classified,1743,11 Sep 21,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Nina Yoakum,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Education/Child Care/Family Leave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education/Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_2382221395150524,Nina Wheeler Yoakum,Set of 3K non-cd ads,1194,,https://www.facebook.com/2382221395150524,,,
,x_224012512375446,swoodhams@wesleyan.edu,not classified,1445,26 Aug 21,, ,Text,Video(s),,Link(s),,"""Ad ran without a disclaimer""",President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,Health/Healthcare,,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,Government Spending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emergency Preparedness/Response,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_357554791340788,Omar Rivero,Set of 3K non-cd ads,721,,https://www.facebook.com/357554791340788,,,
