advertiser_id,advertiser_namex,advertiser_name,public_ids_list,date_wmpcoded,search_status,sponsor_name,sponsor_cmag,wmp_spontype,wmp_govtorcand,wmp_grouptype,wmp_groupflag,wmp_multisponsor,wmp_office,ontv2022,cand_fav,wmpid,sen_fecid,sen_cycle,sen_state,sen_party,sen_cdstatus,hse_fecid,hse_cycle,hse_state,hse_district,hse_party,hse_cdstatus,db_state,wmp_sen,wmp_hse,wmp_gov,wmp_db,type_cmag,type_scsp,wmptempid,wmp_spontype_new,search_status_new,party_all_new,regions,elections,party_all,Party_abbrev,wmp_notes,advertiser_namey,COMMID,EIN,Committee_Name,Jurisdiction,per_Website,com_Website,R_type,N_type,FirstLast,Prefix,Firstname,MiddleName,Lastname,Suffix,Party_Name,disclose,vw_pt,advertiser_name63,s_09042022to111122,s_011021to111222,codedbywmp,onlycodedbyOS,onlyingooglespend,updated_011725,unmatchedv2,cand_id,notes,matchto_adidmap,old_name,new_name,matchto_oldadidmap,source,cmag_sponsor,wmp_candidate,cmte_id,cmte_nm,advertiser_id_tomerge,advertiser_ids
AR03873571080878686209,BLUE SENATE PAC,BLUE SENATE PAC,FEC ID C00743641,02sep2022,NA,BLUE SENATE PAC,BLUE SENATE PAC,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,53,NA,NA,,NA,NA,,,,BLUE SENATE PAC,C00743641,NA,Blue Senate PAC,US,NA,https://www.fec.gov/data/committee/C00743641,PAC - nonqualified,PACs,NA,NA,NA,NA,NA,NA,,NA,NA,BLUE SENATE PAC,0,6900,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR03873571080878686209,AR03873571080878686209|AR1053366499147776
AR03877095015645708289,NA,Andrew Cuomo,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,governor,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,"there is one ad and it says ""he was innocent"" no pfb line. labeling as group.",Andrew Cuomo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Andrew Cuomo,0,19900,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR03877095015645708289,AR03877095015645708289
AR03881505706540531713,Katrina Foley for Supervisor 2022,Katrina Foley for Supervisor 2022,Registered in US-CA 1435506,17oct2022,NA,KATRINA FOLEY FOR SUPERVISOR 2022,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,CA,0,0,0,1,0,0,1262,campaign,NA,,NA,NA,OTHER,,,Katrina Foley for Supervisor 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Katrina Foley for Supervisor 2022,0,200,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR03881505706540531713,AR03881505706540531713
AR03881598615273078785,National Association of Home Builders of the United States,National Association of Home Builders of the United States,EIN ID 88-0359303,17oct2022,NA,NATIONAL ASSOCIATION OF HOME BUILDERS OF THE UNITED STATES,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,2360,group,NA,,NA,NA,,,,National Association of Home Builders of the Unite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,National Association of Home Builders of the United States,65900,81500,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR03881598615273078785,AR03881598615273078785|AR99524734529568768
AR03885574518038593537,NA,DESERET NEWS PUBLISHING CO,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,DESERET NEWS PUBLISHING CO,300,1600,,,1,1,,,,Master only (1),,,Master only (1),,,,,,AR03885574518038593537,AR03885574518038593537
AR03890713566667341825,Mauro Campaign Team,Mauro Campaign Team,Registered in US-IA 2247,17oct2022,NA,MAURO CAMPAIGN TEAM,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,IA,0,0,0,1,0,0,1514,campaign,NA,,NA,NA,,,,Mauro Campaign Team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Mauro Campaign Team,0,1200,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR03890713566667341825,AR03890713566667341825
AR03900827630533869569,Evangelidis Committee,Evangelidis Committee,EIN ID 88-2569485,31oct2022,NA,EVANGELIDIS COMMITTEE,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,3216,group,NA,,US,NA,,,,Evangelidis Committee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Evangelidis Committee,37600,42500,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR03900827630533869569,AR03900827630533869569
AR03901678102777954305,NA,HERNDON FOR NEW MEXICO,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,all ads removed and not enough in page name to label,HERNDON FOR NEW MEXICO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,HERNDON FOR NEW MEXICO,600,600,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR03901678102777954305,AR03901678102777954305
AR03904017863521861633,NA,Freedom for Florida,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,"this might actually be a campaign page. all ads are for the same cand, but it also includes a radio show (featuring that cand) and a news clip (also feat the cand). So, labeling as group but someone else can review.",Freedom for Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Freedom for Florida,1200,1200,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR03904017863521861633,AR03904017863521861633
AR03905096278270279681,STITT FOR GOVERNOR 2022,STITT FOR GOVERNOR 2022,EIN ID 86-1253802,17oct2022,NA,"STITT, KEVIN","STITT, KEVIN",campaign,1,NA,0,0,governor,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,OK,0,0,1,NA,0,0,2303,campaign,NA,,NA,NA,REP,,,STITT FOR GOVERNOR 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,STITT FOR GOVERNOR 2022,6800,11300,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR03905096278270279681,AR03905096278270279681|AR6018761010184192
AR03911851677711335425,PREDICTIT,PREDICTIT,EIN ID 46-4347542,17oct2022,NA,PREDICTIT,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,1843,group,NA,,NA,NA,,,,PREDICTIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,PREDICTIT,25000,77600,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR03911851677711335425,AR03911851677711335425|AR82463784400060416
AR03920101519612968961,NA,Ying Vang-Pao Cares Committee,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,Ying Vang-Pao Cares Committee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ying Vang-Pao Cares Committee,10500,10500,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR03920101519612968961,AR03920101519612968961
AR03926769851477000193,AD ASTRA GROUP LLC,AD ASTRA GROUP LLC,EIN ID 30-0963039,31oct2022,NA,AD ASTRA GROUP LLC,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,2888,group,NA,,US,NA,,,,AD ASTRA GROUP LLC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,AD ASTRA GROUP LLC,0,200,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR03926769851477000193,AR03926769851477000193|AR475368835747151872
AR03933390010987839489,PETER MEIJER FOR CONGRESS,PETER MEIJER FOR CONGRESS,FEC ID C00710962,13sep2022,1,"MEIJER, PETER MR.","MEIJER, PETER",campaign,1,NA,0,0,us house,NA,"MEIJER, PETER MR.",WMPID337,,NA,NA,,NA,H0MI03308,NA,MI,3,REP,INCUMBENT,NA,0,1,0,NA,0,0,635,NA,NA,,NA,NA,REP,REP,,PETER MEIJER FOR CONGRESS,C00710962,NA,Peter Meijer for Congress,US,https://www.fec.gov/data/candidate/H0MI03308/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00710962,House,Candidate,NA,NA,Peter,NA,Meijer,NA,Republican,NA,NA,PETER MEIJER FOR CONGRESS,0,20000,1,,,,,H0MI03308,,Matched (3),,,Master only (1),,,,,,AR03933390010987839489,AR03933390010987839489|AR133915534101053440
AR03936968577738866689,Republican Accountability PAC,Republican Accountability PAC,NA,02sep2022,1,REPUBLICAN ACCOUNTABILITY PAC,REPUBLICAN ACCOUNTABILITY PAC,group,0,NA,1,0,,1,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,0,1,0,113,NA,NA,,NA,NA,REP,,,Republican Accountability PAC,C00804856,NA,Republican Accountability PAC,WI,NA,https://www.fec.gov/data/committee/C00804856,Independent expenditure-only (Super PACs),Independent Spender,NA,NA,NA,NA,NA,NA,,Y,L,Republican Accountability PAC,2280600,2290300,1,,,,,,,Master only (1),,,Master only (1),,REPUBLICAN ACCOUNTABILITY PAC,,,,AR03936968577738866689,AR03936968577738866689
AR03949407902539710465,NA,ALASKA REPUBLICAN PARTY,NA,NA,NA,NA,NA,party,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,REP,,,ALASKA REPUBLICAN PARTY,C00253260,NA,Alaska Republican Party,AK,NA,https://www.fec.gov/data/committee/C00253260,Party - qualified,Party,NA,NA,NA,NA,NA,NA,,Y,C,ALASKA REPUBLICAN PARTY,15100,15100,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR03949407902539710465,AR03949407902539710465
AR03951846619330117633,NA,MINNESOTA AUTOMOBILE DEALERS ASSOCIATION,NA,NA,NA,NA,NA,group,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,MINNESOTA AUTOMOBILE DEALERS ASSOCIATION,NA,410416650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,MINNESOTA AUTOMOBILE DEALERS ASSOCIATION,35700,35700,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR03951846619330117633,AR03951846619330117633
AR03952749387095998465,LEGISLATIVE MAJORITY PAC,LEGISLATIVE MAJORITY PAC,FEC ID C00627075,31oct2022,NA,LEGISLATIVE MAJORITY PAC,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,3141,group,NA,,US,NA,,,,LEGISLATIVE MAJORITY PAC,C00627075,NA,Legislative Majority PAC,US,NA,https://www.fec.gov/data/committee/C00627075,Independent expenditure-only (Super PACs),Independent Spender,NA,NA,NA,NA,NA,NA,,P,L,LEGISLATIVE MAJORITY PAC,0,31300,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR03952749387095998465,AR03952749387095998465|AR123906061278117888
AR03954635874171355137,"FWD.US, INC.","FWD.US, INC.",EIN ID 46-2223015,31oct2022,NA,"FWD.US, INC.",NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,3050,group,NA,,US,NA,,,,"FWD.US, INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,"FWD.US, INC.",9100,54900,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR03954635874171355137,AR03954635874171355137|AR108578491229798400
AR03958879095701372929,NA,Raymond Liu,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,Raymond Liu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Raymond Liu,200,200,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR03958879095701372929,AR03958879095701372929
AR03959632810922213377,KELLY FOR SENATE,KELLY FOR SENATE,EIN ID 88-2169798,02sep2022,NA,"KELLY, KEVIN","KELLY, KEVIN",campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,CT,0,0,0,1,0,0,279,NA,NA,,NA,NA,DEM,DEM,,KELLY FOR SENATE,C00815241,NA,Kelly for Senate,US,https://www.fec.gov/data/candidate/S2MO00718/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00815241,Senate,Candidate,NA,NA,Patrick,NA,Kelly,NA,Democratic,NA,NA,KELLY FOR SENATE,1900,2200,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR03959632810922213377,AR03959632810922213377
AR03961322210538291201,Ben Cantu for Manteca Mayor 2022,Ben Cantu for Manteca Mayor 2022,Registered in US-CA 1442655,17oct2022,NA,BEN CANTU FOR MANTECA MAYOR 2022,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,CA,0,0,0,1,0,0,1739,campaign,NA,,NA,NA,,,,Ben Cantu for Manteca Mayor 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ben Cantu for Manteca Mayor 2022,900,900,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR03961322210538291201,AR03961322210538291201
AR03962319536304160769,Mark Kelly for Senate,Mark Kelly for Senate,FEC ID C00696526,02sep2022,1,"KELLY, MARK","KELLY, MARK",campaign,1,NA,0,0,us senate,NA,NA,WMPID1302,S0AZ00350,NA,AZ,DEM,INCUMBENT,,NA,NA,NA,,NA,NA,1,0,0,0,0,0,253,NA,NA,,NA,NA,DEM,DEM,,Mark Kelly for Senate,C00696526,NA,Mark Kelly for Senate,US,https://www.fec.gov/data/candidate/S0AZ00350/?cycle=2020&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00696526,Senate,Candidate,NA,NA,Mark,NA,Kelly,NA,Democratic,NA,NA,Mark Kelly for Senate,1325000,3404000,1,,,,,S0AZ00350,,Matched (3),,,Master only (1),,,,,,AR03962319536304160769,AR03962319536304160769|AR73365463119167488
AR03963643073426096129,JEFFRIES FOR CONGRESS,JEFFRIES FOR CONGRESS,FEC ID C00503052,13sep2022,1,"JEFFRIES, HAKEEM","JEFFRIES, HAKEEM",campaign,1,NA,0,0,us house,NA,"JEFFRIES, HAKEEM",WMPID822,,NA,NA,,NA,H2NY10092,NA,NY,8,DEM,INCUMBENT,NA,0,1,0,NA,0,0,772,NA,NA,,NA,NA,DEM,DEM,,JEFFRIES FOR CONGRESS,C00503052,NA,Jeffries for Congress,US,https://www.fec.gov/data/candidate/H2NY10092/?cycle=2020&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00503052,House,Candidate,NA,NA,Hakeem,NA,Jeffries,NA,Democratic,NA,NA,JEFFRIES FOR CONGRESS,1000,15600,1,,,,,H2NY10092,,Matched (3),,,Master only (1),,,,C00503052,JEFFRIES FOR CONGRESS,AR03963643073426096129,AR03963643073426096129|AR481432711093813248
AR03965271725024739329,JUAN CARLOS JC BERMUDEZ CAMPAIGN,JUAN CARLOS JC BERMUDEZ CAMPAIGN,EIN ID 81-2176788,31oct2022,NA,JUAN CARLOS JC BERMUDEZ CAMPAIGN,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,FL,0,0,0,1,0,0,3246,campaign,NA,,US,NA,,,,JUAN CARLOS JC BERMUDEZ CAMPAIGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,JUAN CARLOS JC BERMUDEZ CAMPAIGN,100,800,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR03965271725024739329,AR03965271725024739329|AR492545131518361600
AR03968319296379027457,Bob Archuleta for Senate 2022,Bob Archuleta for Senate 2022,Registered in US-CA,02sep2022,NA,"ARCHULETA, BOB","ARCHULETA, BOB",campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,CA,0,0,0,1,0,0,154,NA,NA,,NA,NA,DEM,DEM,,Bob Archuleta for Senate 2022,NA,NA,NA,NA,https://www.followthemoney.org/entity-details?eid=48691451,NA,State Upper Chamber,NA,NA,NA,NA,NA,NA,NA,Democratic,NA,NA,Bob Archuleta for Senate 2022,0,8600,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR03968319296379027457,AR03968319296379027457|AR107603396214652928
AR03974584313634095105,Russell Prescott For Congress,Russell Prescott For Congress,FEC ID C00816066,13sep2022,1,"PRESCOTT, RUSSELL","PRESCOTT, RUSSELL",campaign,1,NA,0,0,us house,NA,"PRESCOTT, RUSSELL",WMPID4416,,NA,NA,,NA,H2NH01304,NA,NH,1,REP,CHALLENGER,NA,0,1,0,NA,0,0,893,NA,NA,,NA,NA,REP,REP,,Russell Prescott For Congress,C00816066,NA,Russell Prescott for Congress,US,https://www.fec.gov/data/candidate/H2NH01304/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00816066,House,Candidate,NA,NA,Russell,NA,Prescott,NA,Republican,NA,NA,Russell Prescott For Congress,4000,10200,1,,,,,H2NH01304,,Master only (1),,,Master only (1),,,,C00816066,RUSSELL PRESCOTT FOR CONGRESS,AR03974584313634095105,AR03974584313634095105
AR03976393285139693569,PATRICK MCGUINNESS CAMPAIGN,PATRICK MCGUINNESS CAMPAIGN,EIN ID 87-3119664,31oct2022,NA,PATRICK MCGUINNESS CAMPAIGN,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,TX,0,0,0,1,0,0,3264,campaign,NA,,US,NA,,,,PATRICK MCGUINNESS CAMPAIGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,PATRICK MCGUINNESS CAMPAIGN,0,4300,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR03976393285139693569,AR03976393285139693569|AR556218296559468544
AR03976577178459439105,Republican Party of Minnesota-Federal,Republican Party of Minnesota-Federal,FEC ID C00001313,17oct2022,NA,REPUBLICAN PARTY OF MINNESOTA-FEDERAL,NA,party,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,MN,0,0,0,NA,0,0,2756,party,NA,,NA,NA,REP,REP,,Republican Party of Minnesota-Federal,C00001313,NA,Republican Party Of Minnesota - Federal,US,NA,https://www.fec.gov/data/committee/C00001313,Party - qualified,Party,NA,NA,NA,NA,NA,NA,Republican,Y,C,Republican Party of Minnesota-Federal,0,54900,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR03976577178459439105,AR03976577178459439105
AR03978519122152521729,BOOKER FOR KENTUCKY,BOOKER FOR KENTUCKY,FEC ID C00783274,13sep2022,1,"BOOKER, CHARLES","BOOKER, CHARLES",campaign,1,NA,0,0,us senate,NA,"BOOKER, CHARLES",WMPID2244,S0KY00420,NA,KY,DEM,CHALLENGER,,NA,NA,NA,,NA,NA,1,0,0,NA,0,0,818,NA,NA,,NA,NA,DEM,DEM,,BOOKER FOR KENTUCKY,C00783274,NA,Booker for Kentucky,US,https://www.fec.gov/data/candidate/S0KY00420/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00783274,Senate,Candidate,NA,NA,Charles,NA,Booker,NA,Democratic,NA,NA,BOOKER FOR KENTUCKY,0,19400,1,,,,,S0KY00420,,Master only (1),,,Master only (1),,,,,,AR03978519122152521729,AR03978519122152521729
AR03980813047005446145,NA,John L Kuempel Campaign,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,REP,,,JOHN L KUEMPEL CAMPAIGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,John L Kuempel Campaign,1800,1800,,1,,1,,,,Matched (3),,,Master only (1),,,,,,AR03980813047005446145,AR03980813047005446145|AR34578884779311104
AR03985203053337772033,MINNESOTA FAMILY PROSPERITY PROJECT,MINNESOTA FAMILY PROSPERITY PROJECT,EIN ID 88-3630175,31oct2022,NA,MINNESOTA FAMILY PROSPERITY PROJECT,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,MN,0,0,0,NA,0,0,2995,group,NA,,US,NA,,,,MINNESOTA FAMILY PROSPERITY PROJECT,NA,NA,Minnesota Family Prosperity Project,MN,NA,NA,NA,Independent Spender,NA,NA,NA,NA,NA,NA,,NA,NA,MINNESOTA FAMILY PROSPERITY PROJECT,52900,52900,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR03985203053337772033,AR03985203053337772033
AR03988778184114962433,NA,Campaign for Kelly Higgins for District Attorney,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,Campaign for Kelly Higgins for District Attorney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Campaign for Kelly Higgins for District Attorney,0,300,,1,,1,,,,Matched (3),,,Master only (1),,,,,,AR03988778184114962433,AR03988778184114962433|AR120222353727684608
AR03990664671190319105,GOROFF FOR CONGRESS,GOROFF FOR CONGRESS,FEC ID C00711564,13sep2022,2,"GOROFF, NANCY","GOROFF, NANCY",campaign,1,NA,0,0,us house - not in our 2022 FEC cd file,NA,"GOROFF, NANCY",WMPID467,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,739,NA,NA,,NA,NA,DEM,DEM,,GOROFF FOR CONGRESS,C00711564,NA,Goroff for Congress,US,https://www.fec.gov/data/candidate/H0NY01186/?cycle=2020&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00711564,House,Candidate,NA,NA,Nancy,NA,Goroff,NA,Democratic,NA,NA,GOROFF FOR CONGRESS,0,100,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR03990664671190319105,AR03990664671190319105|AR278460940461015040
AR03992236079464841217,Shope for State Senator,Shope for State Senator,Registered in US-AZ 100654,17oct2022,NA,SHOPE FOR STATE SENATOR,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,AZ,0,0,0,1,0,0,1405,campaign,NA,,NA,NA,,,,Shope for State Senator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Shope for State Senator,22100,22100,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR03992236079464841217,AR03992236079464841217
AR03994046700237881345,NA,Davis-Sullivan Committee,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,Davis-Sullivan Committee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Davis-Sullivan Committee,200,200,,1,,1,,,,Master only (1),,,Master only (1),,,,,,AR03994046700237881345,AR03994046700237881345
AR03994407683649175553,HARDEN FOR CONGRESS,HARDEN FOR CONGRESS,FEC ID C00774612,13sep2022,1,"HARDEN, R. DAVID","HARDEN, R. DAVID",campaign,1,NA,0,0,us house,NA,"HARDEN, R. DAVID",WMPID3059,,NA,NA,,NA,H2MD01238,NA,MD,1,DEM,CHALLENGER,NA,0,1,0,NA,0,0,847,NA,NA,,NA,NA,DEM,DEM,,HARDEN FOR CONGRESS,C00774612,NA,Harden for Congress,US,https://www.fec.gov/data/candidate/H2MD01238/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00774612,House,Candidate,NA,NA,Dave,NA,Harden,NA,Democratic,NA,NA,HARDEN FOR CONGRESS,0,5000,1,,,,,H2MD01238,,Matched (3),,,Master only (1),,,,,,AR03994407683649175553,AR03994407683649175553|AR319309893376933888
AR03995168270817689601,END CITIZENS UNITED// LET AMERICA VOTE ACTION FUND,END CITIZENS UNITED// LET AMERICA VOTE ACTION FUND,NA,02sep2022,2,END CITIZENS UNITED; LET AMERICA VOTE ACTION FUND,END CITIZENS UNITED; LET AMERICA VOTE ACTION FUND,group,0,NA,0,1,,0,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,0,0,0,102,NA,NA,,NA,NA,,,,END CITIZENS UNITED// LET AMERICA VOTE ACTION FUND,C00573261,NA,NA,NA,NA,https://www.fec.gov/data/committee/ C00573261,NA,NA,NA,NA,NA,NA,NA,NA,,Y,L,END CITIZENS UNITED// LET AMERICA VOTE ACTION FUND,32800,796400,1,,,,,,,Matched (3),END CITIZENS UNITED// LET AMERICA VOTE ACTION FUND,END CITIZENS UNITED-LET AMERICA VOTE ACTION FUND,Matched (3),,,,,,AR03995168270817689601,AR03995168270817689601|AR130922182413910016
AR03999133315905880065,Friends of LaToya N Greenwood,Friends of LaToya N Greenwood,Registered in US-IL 32018,17oct2022,NA,FRIENDS OF LATOYA N GREENWOOD,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,IL,0,0,0,1,0,0,1755,campaign,NA,,NA,NA,DEM,DEM,,Friends of LaToya N Greenwood,NA,NA,NA,NA,https://www.followthemoney.org/entity-details?eid=39038344,NA,State Lower Chamber,NA,NA,NA,NA,NA,NA,NA,Democratic,NA,NA,Friends of LaToya N Greenwood,17000,17000,1,,,,,,,Master only (1),,,Master only (1),,,,,,AR03999133315905880065,AR03999133315905880065
AR04001923670258745345,MYYA JONES FOR MAYOR,MYYA JONES FOR MAYOR,Registered in US-MI 82157557,17oct2022,NA,MYYA JONES FOR MAYOR,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,MI,0,0,0,1,0,0,1353,campaign,NA,,NA,NA,,,,MYYA JONES FOR MAYOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,MYYA JONES FOR MAYOR,0,500,1,,,,,,,Matched (3),,,Master only (1),,,,,,AR04001923670258745345,AR04001923670258745345|AR144684700739305472
