advertiser_id,advertiser_name,wmp_office,wmp_spontype,wmp_spontype_new,wmpid,cand_id
AR15632746097678483457,Earthworks,,group,group,,
AR08759730042373668865,ALL TOGETHER COLORADO,,group,group,,
AR12420642586459373569,Yesli Vega for Virginia,us house,campaign,,WMPID3408,H2VA07261
AR14023523556692852737,SHELLENBERGER FOR GOVERNOR 2022,governor,campaign,campaign,,
AR01308010505922674689,JANIE LOPEZ CAMPAIGN,down ballot,campaign,campaign,,
AR02440265315095937025,Common Sense Voters for Danelle Dodge,us house,campaign,,WMPID2864,H2FL08121
AR08773813686813851649,TANISHA M SULLIVAN COMMITTEE TO ELECT,down ballot,campaign,campaign,,
AR04493883311835316225,Dan Kessler for MN Senate,down ballot,campaign,,,
AR14943782009950961665,CATF Action Inc,,group,group,,
AR04755796877176209409,Freedom-Loving Alaskans for David Eastman,down ballot,campaign,campaign,,
AR02415007540141096961,MATT LESSER FOR 9TH STATE SENATE,down ballot,campaign,campaign,,
AR16655522396635136001,Friends of Robert Martwick,down ballot,campaign,campaign,,
AR02654596964989009921,Michael Yakubovich,,unclear could be campaign,unclear could be campaign,,
AR05468210661706170369,LARE FOR CONGRESS,us house,campaign,,WMPID2016,H2OH15145
AR17024081992800534529,COMMITTEE TO ELECT JAKE TESHKA,down ballot,campaign,campaign,,
AR09820522917933350913,Nicholas Short,,unclear could be campaign,unclear could be campaign,,
AR03959632810922213377,KELLY FOR SENATE,down ballot,campaign,,,
AR12621252606115708929,Ignite Strategies,,group,group,,
AR17505206565760663553,MAX STEINER FOR CONGRESS,us house,campaign,,WMPID1885,H2CA01227
AR09384090537704816641,Nicholson for Wisconsin,governor,campaign,campaign,,
AR07550878374126682113,DREW PERKINS PERKINS FOR SENATE,down ballot,campaign,,,
AR15681625574286032897,Texans Against High-Level Nuclear Waste,,group,group,,
AR15427637838513963009,HiVISION2020,,group,,,
AR07363860792090820609,SAMIRAH FOR DELEGATE,down ballot,campaign,campaign,,
AR13989215495371358209,Opportunity PAC,,group,group,,
AR05765082924374294529,MARIJUANA POLICY PROJECT,,group,group,,
AR09334185629065412609,"JACK WHITE FOR ATTORNEY GENERAL, INC.",down ballot,campaign,campaign,,
AR18298600687346384897,HEARTLAND INSTITUTE,,group,group,,
AR15459081122289287169,DERRIK GAY FOR CONGRESS,us house,campaign,,WMPID2708,H2TX24148
AR00110813592210636801,LYDIA BEAN FOR CONGRESS,us house,campaign,,WMPID4642,H2TX06236
AR05935873364051623937,Friends for Eric Mattson,down ballot,campaign,campaign,,
AR14312922713704890369,Consumer Watchdog,,group,group,,
AR11210652305202348033,OSBORNE FOR ARIZONA SENATE,down ballot,campaign,,,
AR05726974950867206145,Justice & Public Safety PAC,,group,group,,
AR16757208530506743809,FRIENDS OF NAN WHALEY,governor,campaign,campaign,,
AR08785040044130828289,Bill Lee for Tennessee Inc.,governor,campaign,campaign,,
AR05291043879221460993,Ray Tompkins,down ballot,campaign,campaign,,
AR09985321087958777857,BATTLE BORN VALUES PAC,,group,group,,
AR08665707298389229569,KELLY COOPER FOR CONGRESS,us house,campaign,,WMPID2908,H2AZ09191
AR11348385378034778113,WILLIE FOR TEXAS,us house,campaign,,WMPID2369,H2TX28123
AR06877436847962718209,SARAH KLEE HOOD FOR NY,us house,campaign,,WMPID4695,H2NY24150
AR11926007214617133057,TETON DEMOCRATIC PARTY CENTRAL COMMITTEE,,party,party,,
AR15933130063046770689,CONRAD FOR LEGISLATURE,down ballot,campaign,campaign,,
AR01379145884582805505,REPUBLICAN SENATE CAMPAIGN COMMITTEE (RSCC),,party national,,,
AR16060839438124580865,Ohio House Republican Alliance,,group,group,,
AR14771437754185154561,"PHDESIGNED, LLC",,group,group,,
AR07265427769528418305,Kris Tharp for Senate,down ballot,campaign,,,
AR15503349659446804481,Friends of Doug Mastriano,governor,campaign,campaign,,
AR05021228398689648641,COMMITTEE TO ELECT MAURO GARZA FOR US CONGRESS,us house,campaign,,WMPID1255,H8TX21331
AR04211341052931473409,TIM ALEXANDER FOR CONGRESS,us house,campaign,,WMPID2332,H2NJ02193
AR10955481494918791169,COMMON SENSE NYC INC,,group,group,,
AR18194794969934331905,CBS Interactive Inc.,,group,group,,
AR08843658582420357121,MAGAZINER FOR CONGRESS,us house,campaign,,WMPID3071,H2RI02184
AR08145235327439601665,SANDVIG FOR CONGRESS,us house,campaign,,WMPID4176,H2OR05183
AR08368163508994441217,"A HEALTHY FUTURE, LLC",,group,group,,
AR15288545425712218113,COMMITTEE TO RE-ELECT STATE SENATOR % SCOTT KAUPIN,down ballot,campaign,campaign,,
AR09741000808173928449,Thomas Massie for Congress,us house,campaign,,WMPID803,H2KY04121
AR00260516704537280513,WALKER FOR INDIANA,down ballot,campaign,campaign,,
AR16765214280827011073,DR. ANNIE ANDREWS FOR CONGRESS,us house,campaign,campaign,WMPID4171,H2SC01127
AR01004778118243680257,Friends of Christopher Holmes,down ballot,campaign,campaign,,
AR04052870641043374081,"ROE, ERIC FRIENDS OF CAMPAIGN FINANCE COMMITTEE",down ballot,campaign,campaign,,
AR18233298492749512705,Kari Lake for Arizona,governor,campaign,campaign,,
AR01793898713010143233,Solidarity for Jimmie Wilson Jr.,down ballot,campaign,campaign,,
AR05830750431709495297,KANSANS FOR CONSTITUTIONAL FREEDOM INC,,group,group,,
AR08461978514000707585,Gail Huff Brown for Congress,us house,campaign,,WMPID2691,H2NH01288
AR08387713581650542593,FRIENDS OF JOE SHEKARCHI,down ballot,campaign,campaign,,
AR10505553090495643649,Mark Jacobsen,,unclear could be campaign,unclear could be campaign,,
AR01963200413943463937,Judicial Crisis Network,,group,,,
AR04823070015085346817,Catalina For Congress,us house,campaign,,WMPID2076,H2IL16107
AR17205717190540525569,LAURA HILL,down ballot,campaign,campaign,,
AR05125571777287684097,DAVID SPILLER CAMPAIGN,down ballot,campaign,campaign,,
AR12867624849475895297,MG4VT Inc,us house,campaign,campaign,WMPID1673,H2VT01068
AR17714623948433391617,MICHIGAN ENVIRONMENTAL COUNCIL,,group,group,,
AR08381674307876552705,CHRISTOPHER SPENCER,,unclear could be campaign,unclear could be campaign,,
AR13002367525558681601,REP. JACK BERGMAN - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID988,H6MI01226
AR14043792160197705729,Xie Committee,down ballot,campaign,campaign,,
AR00741317540042506241,LUKE W. PRIDDY,,unclear could be campaign,unclear could be campaign,,
AR13306157090755051521,Buchsbaum for State Rep,down ballot,campaign,campaign,,
AR14082470848959086593,Justin Holland Campaign,down ballot,campaign,campaign,,
AR12310297523641122817,LAWRENCE WESDEN FOR ATTORNEY GENERAL,down ballot,campaign,campaign,,
AR03076433946834108417,REP. HENRY CUELLAR - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID849,H2TX23082
AR01243468898494316545,VOTE YES FOR BRISTOL,,group,group,,
AR16550443444758118401,Jim Schultz for Minnesota Attorney General,down ballot,campaign,campaign,,
AR12228276155232288769,Alliance for Justice Action Campaign,,group,group,,
AR09760024489638232065,Fighting for our Future,,group,group,,
AR18157840865161117697,FAIR COURTS AMERICA,,group,group,,
AR16317382164041695233,"Friends of Jen Jordan, Inc.",down ballot,campaign,campaign,,
AR02621429646981332993,ELIZABETH PANNILL FLETCHER FOR CONGRESS,us house,campaign,,WMPID1246,H8TX07140
AR12182712393377251329,LIAM MADDEN,down ballot,campaign,campaign,,
AR10610111698494816257,"KUSTER FOR CONGRESS, INC",us house,campaign,campaign,WMPID436,H0NH02181
AR09002410469285167105,Kevin Hayslett for Congress,us house,campaign,,WMPID4433,H2FL13287
AR11755820063226068993,American Action Network Inc,,group,,,
AR04814554022650314753,Deaguero for New Mexico,down ballot,campaign,campaign,,
AR00072397755447771137,COMMITTEE FOR MIKE MARSICANO,us house,campaign,,WMPID4231,H6PA11073
AR00177863116942475265,OKLAHOMA LIBERTY INITIATIVE,,group,group,,
AR17334830367089098753,C&I STUDIOS INC.,,group,group,,
AR13164497112144019457,Carla Spalding for Congress,us house,campaign,,WMPID169,H0FL23090
AR10623474819221422081,MIKE SHOWER FOR SENATE,down ballot,campaign,,,
AR02542028071184105473,ALASKANS FOR LES GARA,governor,campaign,campaign,,
AR17110341085181247489,GREAT LAKES JOBS ALLIANCE,,group,group,,
AR01371821487874375681,KLIPPERT FOR CONGRESS,us house,campaign,,WMPID3118,H2WA04157
AR12052108004183506945,"TABKE, BRAD HOUSE COMMITTEE",down ballot,campaign,campaign,,
AR06190804480800325633,Steve Wells for Congress,us house,campaign,,WMPID2826,H2NY22238
AR02193728419869491201,BRUNO PORTIGLIATTI CAMPAIGN,down ballot,campaign,campaign,,
AR00386769776464101377,Cyrus for Oregon,down ballot,campaign,campaign,,
AR01172038232242651137,DARREN SOTO FOR CONGRESS,us house,campaign,campaign,WMPID966,H6FL09179
AR16672040634697121793,Robin Armstrong for Senate,down ballot,campaign,,,
AR09198172398577254401,Julie Pazina,down ballot,campaign,campaign,,
AR09339986308816175105,Vote The R,,group,group,,
AR11300351013552128001,Lindsey Horvath for Supervisor 2022,down ballot,campaign,campaign,,
AR05340872646680641537,"California Alliance, a coalition of consumer attorneys, conservationists and food and commercial workers",,group,group,,
AR05043662559064883201,FLORIDA EDUCATION ASSOCIATION,,group,group,,
AR00103971331350986753,OHIO LEADS INC,,group,,,
AR18339334844376416257,FLORIDA CONSUMERS FIRST,,group,group,,
AR16452490152862810113,Lena Taylor for Mayor,down ballot,campaign,campaign,,
AR06877472032334807041,KAY IVEY FOR GOVERNOR INC.,governor,campaign,campaign,,
AR08385417320335409153,STEVE IRWIN FOR CONGRESS,us house,campaign,,WMPID2223,H2PA18218
AR09622890444484509697,Secure Arizona’s Future,,group,group,,
AR01798502368195641345,Spiva for DC AG,down ballot,campaign,campaign,,
AR03793765228399820801,Lisa Rave for Senate,down ballot,campaign,,,
AR15510028093073915905,AMERICANS FOR PROSPERITY ACTION INC,,group,group,,
AR08436245268986331137,JAY KLEBERG CAMPAIGN FOR TEXAS LAND COMMISSIONER,down ballot,campaign,campaign,,
AR10861996618278764545,JOHN DAMOOSE FOR STATE SENATE,down ballot,campaign,,,
AR13506010096655663105,SAVE AMERICA JOINT FUNDRAISING COMMITTEE,,group,group,,
AR15863288740853055489,PHIL WEISER FOR COLORADO,down ballot,campaign,campaign,,
AR02937350123966955521,Committee to Elect Tracey L Koellisch,down ballot,campaign,campaign,,
AR06904493630099030017,PETER MEIJER FOR CONGRESS,us house,campaign,,WMPID337,H0MI03308
AR05118816377846628353,DILLENDER FOR DELEGATE,down ballot,campaign,campaign,,
AR00389057104247259137,Cobalt Foundation,,group,group,,
AR17479310867903283201,KERMIT JONES FOR CONGRESS,us house,campaign,,WMPID2951,H2CA04122
AR08431213903777628161,CASA DE MARYLAND,,group,group,,
AR08280485703016513537,Ryan O'Daniel,,unclear could be campaign,unclear could be campaign,,
AR18140974700388417537,ERIC ADAMS 2021,down ballot,campaign,campaign,,
AR01971890953849405441,David Dwyer,,unclear could be campaign,unclear could be campaign,,
AR16315841473373274113,"Contra Costans for Progress and Justice, a coalition of business, labor and people that care about public safety in support of Mary Knox for District Attorney 2022",,group,group,,
AR15716494042940309505,"Civitech, PBC",,group,group,,
AR13135223714566111233,WEBER FOR CA ASSEMBLY 2021,down ballot,campaign,campaign,,
AR16774278448527966209,NEW DEMOCRACY,,group,,,
AR00192021871770730497,OKLAHOMA FEDERATION FOR CHILDREN ACTION FUND,,group,group,,
AR13516143195817246721,Unite The Country Now,,group,group,,
AR18394276547063185409,DEGROOT FOR CONGRESS,us house,campaign,,WMPID2459,H2NJ11186
AR00013006535361822721,NICK LALOTA FOR CONGRESS,us house,campaign,,WMPID3959,H2NY01190
AR10295163189788147713,Shervin Aazami for Congress,us house,campaign,,WMPID2399,H2CA30291
AR05379506392904237057,Christy Holstege for Assembly 2022,down ballot,campaign,campaign,,
AR14576375595324669953,EFO ADDIEGO NATALE AND ECKEL FOR LD8,down ballot,campaign,campaign,,
AR01537361965687504897,Re-Elect Laurie Lieberman for School Board 2022,down ballot,campaign,campaign,,
AR13645221187993731073,Rep. Salud Carbajal - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID952,H6CA24303
AR04202836605368532993,WOMEN VOTE!,,group,,,
AR05548035137163231233,Nevada Freedom PAC,,group,group,,
AR01796651065492373505,FUTURE FIRST LEADERSHIP PAC,,group,group,,
AR08434635034207453185,FRIENDS OF CHARLIE CRIST,governor,campaign,campaign,,
AR14464139097628737537,Meet Our Potential,,group,group,,
AR15564071288602361857,THE SQUAD VICTORY FUND,,group,group,,
AR10455812283966685185,MOORE FOR ILLINOIS,down ballot,campaign,campaign,,
AR15050660931082125313,LCV Victory Fund,,group,,,
AR13560813879352623105,FASCINATING CARDS LLC,,group,group,,
AR17698080627762397185,Democratic Party of Los Alamos County,,party,party,,
AR14720490783400525825,IAN BAYNE,,unclear could be campaign,unclear could be campaign,,
AR13443939641610731521,CONSERVATIVE AMERICANS PAC,,group,,,
AR03209290135841538049,Better Nevada,,group,,,
AR03005469473512620033,MD Rahman for Senate,down ballot,campaign,campaign,,
AR11422463874444558337,Jim Cooper for Sheriff 2022,down ballot,campaign,campaign,,
AR17813317142934716417,VOTE ALASKA BEFORE PARTY,,group,group,,
AR12237739651812556801,KAROLINE FOR CONGRESS,us house,campaign,,WMPID3004,H2NH01270
AR00340999924898332673,DSCC,,party national,party national,,
AR02644008118257713153,Swain for Congress,us house,campaign,,WMPID3122,H2IL01331
AR15170850746137575425,REED FOR SANTA BARBARA CITY COUNCIL 2021,down ballot,campaign,campaign,,
AR09871623270590054401,Stop MLG,,group,group,,
AR13444085601779318785,Jarchow for Wisconsin,down ballot,campaign,campaign,,
AR15848642490056835073,FRIENDS OF PAMELA MONTGOMERY,down ballot,campaign,campaign,,
AR08859055868377825281,Friends of Whaley/Stephens,governor,campaign,campaign,,
AR16848441607333085185,ALIXANDRA THORNHILL,,unclear could be campaign,unclear could be campaign,,
AR01405598485079654401,"BETTER PENNSYLVANIA, INC.",,group,group,,
AR06462380279448207361,GABE VASQUEZ FOR CONGRESS,us house,campaign,,WMPID4014,H2NM02191
AR04416254835976830977,Kathy Tran for Delegate,down ballot,campaign,campaign,,
AR02548351706152828929,Ajwang for Congress,us house,campaign,,WMPID3920,H2CA18148
AR15422894201754353665,Hurtado for Senate 2022,down ballot,campaign,,,
AR06730125379584917505,Cristina Garcia for Congress,us house,campaign,,WMPID2057,H2CA42213
AR07925541015740481537,Fiscal Moderates Coalition,,group,group,,
AR12411551549443014657,PUBLIC ADVOCATE OF THE UNITED STATES,,group,group,,
AR02042080683790172161,ANN ROE FOR CONGRESS,us house,campaign,campaign,WMPID2029,H2WI01100
AR16536676734544642049,ESTHER FOR CONGRESS,us house,campaign,,WMPID236,H0IL17083
AR00574206822185959425,VAN ORDEN FOR CONGRESS,us house,campaign,,WMPID753,H0WI03175
AR11078486059741347841,"REFORM AUSTIN, INC.",,group,group,,
AR00030488220487647233,Isaac Flaum,,unclear could be campaign,unclear could be campaign,,
AR07226501003456020481,SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU),,group,,,
AR07472449934839513089,NRDC ACTION VOTES,,group,group,,
AR13250065505064058881,"DEMOCRATIC ATTORNEYS GENERAL ASSOCIATION, INC.",,group,group,,
AR11970944804600152065,Chet Stokes Campaign,down ballot,campaign,campaign,,
AR03485125373815947265,FRIENDS OF ANTONIO NINO MANGIONE,down ballot,campaign,campaign,,
AR00970021456178053121,Friends of Natalie Mihalek,down ballot,campaign,campaign,,
AR14426996220452929537,AFSCME Local 1624,,group,,,
AR03842045883487092737,MARIAN MATTHEWS FOR HD27,down ballot,campaign,campaign,,
AR02179896563592069121,Committee to Elect Derrick Jackson,down ballot,campaign,campaign,,
AR01457408572492087297,California Apartment Association Housing Solutions Committee,down ballot,campaign,campaign,,
AR01952494469223809025,MOVING NY FORWARD,,group,group,,
AR14427133659406401537,FUND HER PAC,,group,group,,
AR11776064889791971329,US House of Representatives,,government agency,government agency,,
AR03233125348908466177,MCCARTHY FOR TEXAS,down ballot,campaign,campaign,,
AR01242624473564184577,Planned Parenthood Votes,,group,,,
AR14352686826601316353,TONON FOR CONGRESS,us house,campaign,,WMPID4673,H2MI07115
AR00293140314045022209,FRIENDS OF ALEXANDRA WISSER,down ballot,campaign,campaign,,
AR07205862070691037185,CITIZENS FOR ENERGIZING MICHIGAN'S ECONOMY,,group,group,,
AR16095496044632080385,TEAM STAVA-MURRAY,down ballot,campaign,campaign,,
AR04562621823866372097,SPOTLIGHT MEDIA SERVICES,,group,group,,
AR13632871473390551041,MAJORITY FORWARD,,group,,,
AR07020426136131731457,PORTIA ROBERSON FOR CONGRESS,us house,campaign,,WMPID2177,H2MI13295
AR15343456135914979329,DESPOSITO FOR NEW YORK,us house,campaign,campaign,WMPID1576,H2NY04277
AR10832558500115120129,HENSLEE FOR ALASKA,down ballot,campaign,campaign,,
AR01218407729962418177,Eric Lucan for Supervisor 2022,down ballot,campaign,campaign,,
AR05040003384367644673,EVERGREEN ACTION,,group,group,,
AR06610027373750386689,HOUSE REPUBLICAN MAJORITY,,party,party,,
AR14873304963877961729,TUCKERMAN BABCOCK STATE SENATE,down ballot,campaign,,,
AR12663753128575762433,UA Union Plumbers & Pipefitters Vote! PAC (United Association of Journeymen and Apprentices of the Plumbing & Pipefitting Industry of the United States and Canada),,group,group,,
AR10417118820517806081,CRABTREE4SENATE,down ballot,campaign,,,
AR12182584506431045633,Storer For State House,down ballot,campaign,campaign,,
AR00181891521388216321,RGA Arizona PAC,,group,group,,
AR17892603270011027457,Jeff for AZ,down ballot,campaign,campaign,,
AR05985343896878579713,Supporters of John Cherry,down ballot,campaign,campaign,,
AR01094089523622576129,Craig Riedel for Ohio,us house,campaign,,WMPID4075,H2OH09189
AR17278327014293504001,JEANNE HENDRICKS FOR CONGRESS,us house,campaign,,WMPID3734,H2MN06214
AR08701429881419857921,LEIGH HULSEY,down ballot,campaign,campaign,,
AR17830226326099853313,CITIZENS FOR JUDGE JEFF DAVIS,down ballot,campaign,campaign,,
AR06208272078433419265,William Furry,,unclear could be campaign,unclear could be campaign,,
AR16882218604538363905,"FREETHINK MEDIA, INC.",,group,group,,
AR01771881267541835777,Democratic Governors Association,,group,,,
AR11028723469138264065,CVNM Verde Voters Fund,,group,group,,
AR16861107981285064705,BETTER COLORADO ALLIANCE,,group,group,,
AR03656553873834770433,SHARICE FOR CONGRESS,us house,campaign,,WMPID1128,H8KS03155
AR01126044561341153281,FRIENDS OF JENNIFER SHUKAITIS,down ballot,campaign,campaign,,
AR08857894784098893825,Supporters For a Thriving CCC,,group,group,,
AR02614814985028632577,Theo Theologis For Supervisor,down ballot,campaign,campaign,,
AR17433909558891249665,FIRST LIBERTY INSTITUTE,,group,group,,
