wmpid,genelect_cd,CurrCand,cand_name,cand_id,cand_office,cand_office_st,cand_office_dist,cand_party_affiliation,cand_incumbent_challenger_open_s,dateadded_cd,office_wapo,result_wapo,primarydate_wapo,trumpe_wapo,gender_wmp,gender_crp,latino_wmp,latino_crp,race_wmp,race_crp1,race_crp2,race_crpmena,hse_cmpt_gen,full_name,first_name,last_name
WMPID4718,0,,"MCDERMOTT, THOMAS",H0IN01135,H,IN,1,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Thomas Mcdermott,Thomas,Mcdermott
WMPID237,1,Y,"MRVAN, FRANK J",H0IN01150,H,IN,1,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,1,Frank J. Mrvan,Frank,Mrvan
WMPID5162,1,Y,"POWERS, WILLIAM F (BILL)",H0IN01317,H,IN,1,W,CHALLENGER,9/29/2022,,,,,UNK,,,,NULL,,,,1,Bill Powers,Bill,Powers
WMPID244,1,Y,"SPARTZ, VICTORIA",H0IN05326,H,IN,5,REP,INCUMBENT,6/7/2022,House,Won,3-May,1,F,F,0,n,White,W,NULL,n,0,Victoria Spartz,Victoria,Spartz
WMPID2688,0,,"WALTERS, GERALD",H0IN07249,H,IN,7,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,n,White,W,NULL,n,0,Gerald Walters,Gerald,Walters
WMPID248,1,Y,"BUCSHON, LARRY D.",H0IN08114,H,IN,8,REP,INCUMBENT,6/7/2022,House,Won,3-May,1,M,M,0,N,White,W,NULL,N,0,Larry Bucshon,Larry,Bucshon
WMPID4124,0,,"DORRIS, DALE WILLIAM MR. II",H0IN09161,H,IN,9,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,n,White,W,NULL,n,0,Dale William Dorris,Dale William,Dorris
WMPID254,1,Y,"MANN, TRACEY ROBERT",H0KS01123,H,KS,1,REP,INCUMBENT,6/7/2022,House,-,2-Aug,1,M,M,0,N,White,W,NULL,N,0,Tracey Mann,Tracey,Mann
WMPID3874,0,,"SOETAERT, MICHAEL",H0KS01180,H,KS,2,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Michael Soetaert,Michael,Soetaert
WMPID256,1,Y,"LATURNER, JAKE",H0KS02188,H,KS,2,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Jake Laturner,Jake,Laturner
WMPID258,1,Y,"ADKINS, AMANDA",H0KS03236,H,KS,3,REP,CHALLENGER,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Amanda Adkins,Amanda,Adkins
WMPID259,0,,"HOHE, STEVEN",H0KS03269,H,KS,3,LIB,CHALLENGER,9/29/2022,,,,,UNK,,,,NULL,,,,0,Steve Hohe,Steve,Hohe
WMPID264,0,,"PALAZZO, RHONDA RAYE",H0KY03259,H,KY,3,REP,OPEN,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Rhonda Palazzo,Rhonda,Palazzo
WMPID267,1,Y,"ROGERS, HAROLD DALLAS",H0KY05015,H,KY,5,REP,INCUMBENT,6/7/2022,House,Won,17-May,1,M,M,0,N,White,W,NULL,N,0,Hal Rogers,Hal,Rogers
WMPID271,1,Y,"BARR, GARLAND ANDY",H0KY06104,H,KY,6,REP,INCUMBENT,6/7/2022,House,Won,17-May,1,M,M,0,N,White,W,NULL,N,0,Andy Barr,Andy,Barr
WMPID273,1,Y,"SCALISE, STEVE MR",H0LA01087,H,LA,1,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Steve Scalise,Steve,Scalise
WMPID4727,0,,"CHAMBERS, GARY JR.",H0LA02275,H,LA,2,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Gary Jr. Chambers,Gary Jr.,Chambers
WMPID280,0,,"CHRISTOPHE, SANDRA",H0LA05070,H,LA,5,DEM,OPEN,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Cande Christophe,Cande,Christophe
WMPID3163,1,Y,"BADGER, JOHN ROBERT",H0LA05088,H,LA,5,IND,,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,John Robert Badger,John Robert,Badger
WMPID2972,0,,"GUILLORY, ALLEN SR.",H0LA05179,H,LA,5,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Allen Sr. Guillory,Allen Sr.,Guillory
WMPID295,1,Y,"AUCHINCLOSS, JAKE",H0MA04192,H,MA,4,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Jake Auchincloss,Jake,Auchincloss
WMPID301,1,Y,"HALL, JULIE",H0MA04259,H,MA,4,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Julie Hall,Julie,Hall
WMPID303,0,,"DEPALMA, RAFFAELE SANTINO",H0MA05116,H,MA,5,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Raffaele Santino DePalma,Raffaele Santino,DePalma
WMPID2206,0,,"CAMPBELL, RAYLA",H0MA07054,H,MA,7,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Rayla Campbell,Rayla,Campbell
WMPID317,1,Y,"KEATING, WILLIAM RICHARD",H0MA10082,H,MA,9,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Bill Keating,Bill,Keating
WMPID3327,0,,"PINGLEY, JENNIFER",H0MD01224,H,MD,1,DEM,CHALLENGER,6/7/2022,,,,0,F,F,0,n,White,W,NULL,n,0,Jennifer Pingley,Jennifer,Pingley
WMPID318,0,,"MASON, MIA",H0MD01232,H,MD,1,DEM,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Mia Mason,Mia,Mason
WMPID4996,1,Y,"COLLIER, SCOTT M",H0MD02255,H,MD,7,REP,CHALLENGER,8/5/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Scott M Collier,Scott M,Collier
WMPID4842,0,,"SHELTON, KIM",H0MD04160,H,MD,4,DEM,,6/28/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Kim Shelton,Kim,Shelton
WMPID320,1,Y,"PALOMBI, CHRISTOPHER",H0MD05225,H,MD,5,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Chris Palombi,Chris,Palombi
WMPID4808,0,,"HOFFMAN, VANESSA",H0MD05241,H,MD,5,REP,,6/28/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Vanessa Hoffman,Vanessa,Hoffman
WMPID4896,0,,"CUBERO, BRYAN DUVAL",H0MD05274,H,MD,5,REP,,6/28/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Bryan Duval Cubero,Bryan Duval,Cubero
WMPID322,1,Y,"PARROTT, NEIL CONRAD",H0MD06231,H,MD,6,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Neil Parrott,Neil,Parrott
WMPID326,1,Y,"COLL, GREGORY THOMAS",H0MD08203,H,MD,8,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Gregory Coll,Gregory,Coll
WMPID5022,0,,"YADETA, MICHAEL",H0MD08237,H,MD,8,REP,CHALLENGER,8/5/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Michael Yadeta,Michael,Yadeta
WMPID328,0,,"AMEDE, AARON",H0ME01127,H,ME,1,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Aaron Amede,Aaron,Amede
WMPID334,1,Y,"HUIZENGA, WILLIAM P",H0MI02094,H,MI,4,REP,INCUMBENT,6/7/2022,House,-,2-Aug,1,M,M,0,N,White,W,NULL,N,0,Bill Huizenga,Bill,Huizenga
WMPID3225,0,,"NORTON, THOMAS JOHN",H0MI03266,H,MI,2,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Thomas John Norton,Thomas John,Norton
WMPID337,0,,"MEIJER, PETER MR.",H0MI03308,H,MI,3,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Peter Meijer,Peter,Meijer
WMPID338,1,Y,"SCHOLTEN, HILLARY",H0MI03316,H,MI,3,DEM,CHALLENGER,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Hillary Scholten,Hillary,Scholten
WMPID2359,0,,"FEIG, ANTHONY DEAN DR.",H0MI04108,H,MI,4,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,n,White,W,NULL,n,0,Anthony Dean Feig,Anthony Dean,Feig
WMPID5127,1,Y,"CANNY, DAVID",H0MI04140,H,MI,8,LIB,CHALLENGER,9/29/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,David Canny,David,Canny
WMPID3103,0,,"SOLIS, JERRY",H0MI06202,H,MI,6,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jerry Solis,Jerry,Solis
WMPID346,0,,"DETMER, MIKE",H0MI08133,H,MI,8,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Mike Detmer,Mike,Detmer
WMPID347,1,Y,"JUNGE, PAUL",H0MI08141,H,MI,8,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Paul Junge,Paul,Junge
WMPID5154,1,Y,"SALIBA, MIKE",H0MI09206,H,MI,10,LIB,,9/29/2022,,,,,UNK,,,,NULL,,,,0,Mike Saliba,Mike,Saliba
WMPID351,0,,"MCCLAIN, LISA",H0MI10287,H,MI,10,REP,INCUMBENT,6/7/2022,House,-,2-Aug,1,F,F,0,N,White,W,NULL,N,0,Lisa McClain,Lisa,McClain
WMPID2628,0,,"BOMER, ARTICIA",H0MI13505,H,MI,12,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Articia Bomer,Articia,Bomer
WMPID4946,0,,"OLSON, RICHARD THOMAS",H0MN02118,H,MN,2,W,,7/21/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Richard Thomas Olson,Richard Thomas,Olson
WMPID363,1,Y,"KISTNER, TYLER",H0MN02134,H,MN,2,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,n,White,W,NULL,n,1,Tyler Kistner,Tyler,Kistner
WMPID367,1,Y,"MCCOLLUM, BETTY",H0MN04049,H,MN,4,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,n,White,W,NULL,n,0,Betty McCollum,Betty,McCollum
WMPID375,1,Y,"FISCHBACH, MICHELLE",H0MN07091,H,MN,7,REP,INCUMBENT,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Michelle Fischbach,Michelle,Fischbach
WMPID4925,0,,"GRUENHAGEN, ALYCIA R",H0MN07125,H,MN,7,DEM,,7/5/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Alycia Gruenhagen,Alycia,Gruenhagen
WMPID2189,0,,"WILKINSON, BRANDON",H0MO03237,H,MO,3,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Brandon Wilkinson,Brandon,Wilkinson
WMPID4886,0,,"SALAZAR, MAITE",H0MO05182,H,MO,5,DEM,CHALLENGER,6/28/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Maite Salazar,Maite,Salazar
WMPID391,0,,"DOMINICK, ROBIN",H0MO05240,H,MO,5,LIB,CHALLENGER,6/28/2022,,,,0,UNK,,,,NULL,,,,0,Robin Dominick,Robin,Dominick
WMPID392,1,Y,"GRAVES, SAMUEL B. JR.",H0MO06073,H,MO,6,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Sam Graves,Sam,Graves
WMPID4837,0,,"DADY, JOHN",H0MO06115,H,MO,6,REP,CHALLENGER,6/28/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,John Dady,John,Dady
WMPID4868,0,,"RYAN, CHRISTOPHER",H0MO06164,H,MO,6,REP,CHALLENGER,6/28/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Christopher Ryan,Christopher,Ryan
WMPID2727,0,,"WEST, CHARLES",H0MO06206,H,MO,6,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Charles West,Charles,West
WMPID396,0,,"RICHARDS, AUDREY",H0MO07279,H,MO,7,REP,OPEN,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Audrey Richards,Audrey,Richards
WMPID399,1,Y,"FLOWERS, BRIAN WESLEY",H0MS02082,H,MS,2,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Brian Flowers,Brian,Flowers
WMPID400,0,,"PALAZZO, STEVEN MCCARTY",H0MS04120,H,MS,4,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Steven Palazzo,Steven,Palazzo
WMPID1817,0,,"CARL, BOYANTON",H0MS04161,H,MS,4,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Boyanton Carl,Boyanton,Carl
WMPID1739,1,Y,"RANKIN, SAM",H0MT00074,H,MT,2,LIB,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Sam Rankin,Sam,Rankin
WMPID1642,0,,"WINTER, THOMAS",H0MT00090,H,MT,1,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Thomas Winter,Thomas,Winter
WMPID4473,0,,"ELLMERS, RENEE JACISIN",H0NC02059,H,NC,13,REP,OPEN,6/7/2022,,,,0,F,F,,NULL,White,W,NULL,NULL,0,Renee Jacisin Ellmers,Renee Jacisin,Ellmers
WMPID402,1,Y,"ROSS, DEBORAH",H0NC02125,H,NC,2,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Deborah Ross,Deborah,Ross
WMPID403,0,,"SWAIN, ALAN D",H0NC02158,H,NC,4,REP,OPEN,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Alan Swain,Alan,Swain
WMPID405,1,Y,"SMITH, SANDY",H0NC03149,H,NC,1,REP,CHALLENGER,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Sandy Smith,Sandy,Smith
WMPID406,1,Y,"MURPHY, GREGORY FRANCIS DR.",H0NC03172,H,NC,3,REP,INCUMBENT,6/7/2022,House,Won,17-May,1,M,M,0,N,White,W,NULL,N,0,Greg Murphy,Greg,Murphy
WMPID407,0,,"THOMAS, ROBERT",H0NC04220,H,NC,4,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Robert Thomas,Robert,Thomas
WMPID409,0,,"BUCARDO, JENNYFER",H0NC06209,H,NC,9,REP,OPEN,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Jennyfer Bucardo,Jennyfer,Bucardo
WMPID410,0,,"HAYWOOD, JOSEPH",H0NC06241,H,NC,6,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Lee Haywood,Lee,Haywood
WMPID2861,0,,"PICHARDO, LAURA",H0NC06266,H,NC,6,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Laura Pichardo,Laura,Pichardo
WMPID413,1,Y,"BISHOP, JAMES DANIEL",H0NC09187,H,NC,8,REP,INCUMBENT,6/7/2022,House,Won,17-May,1,M,M,0,N,White,W,NULL,N,0,Dan Bishop,Dan,Bishop
WMPID4004,0,,"GREGORY, JEFF",H0NC10177,H,NC,10,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Jeff Gregory,Jeff,Gregory
WMPID416,0,,"DAVIS, MORRIS D. COL.",H0NC11175,H,NC,11,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Moe Davis,Moe,Davis
WMPID2046,0,,"BENNETT, LYNDA",H0NC11191,H,NC,11,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Lynda Bennett,Lynda,Bennett
WMPID2026,0,,"BURRIL, MATTHEW",H0NC11217,H,NC,11,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Matthew Burril,Matthew,Burril
WMPID417,0,,"CAWTHORN, DAVID MADISON",H0NC11233,H,NC,11,REP,INCUMBENT,6/7/2022,House,Lost,17-May,1,M,M,0,N,White,W,NULL,N,0,Madison Cawthorn,Madison,Cawthorn
WMPID1900,1,Y,"ELSE, DAVID J",H0NE03217,H,NE,3,DEM,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,David Else,David,Else
WMPID428,1,Y,"ELWORTH, MARK",H0NE03225,H,NE,3,OTH,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Mark Elworth Jr,Mark Jr,Elworth
WMPID430,0,,"RONDEAU, KEVIN",H0NH01258,H,NH,1,REP,,7/12/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Kevin Rondeau,Kevin,Rondeau
WMPID432,0,,"MOWERS, MATT",H0NH01282,H,NH,1,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Matt Mowers,Matt,Mowers
WMPID436,1,Y,"KUSTER, ANN MCLANE",H0NH02181,H,NH,2,DEM,INCUMBENT,6/7/2022,,,,0,F,F,0,n,White,W,NULL,n,0,Ann Kuster,Ann,Kuster
WMPID438,0,,"TOWNE, GILEAD",H0NH02280,H,NH,1,REP,,7/12/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Gilead Towne,Gilead,Towne
WMPID443,1,Y,"PALLOTTA, FRANK",H0NJ05174,H,NJ,5,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Frank Pallotta,Frank,Pallotta
WMPID5141,1,Y,"VELLUCCI, LOUIS",H0NJ05240,H,NJ,5,OTH,CHALLENGER,9/29/2022,,,,,UNK,,,,NULL,,,,0,Louis Vellucci,Louis,Vellucci
WMPID444,1,Y,"KEAN, THOMAS H. JR.",H0NJ07261,H,NJ,7,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Tom Kean,Tom,Kean
WMPID1565,0,,"WINKLER, DAVID JOHN MR.",H0NJ08137,H,NJ,8,REP,OPEN,6/7/2022,,,,0,UNK,,,,NULL,,,,0,David John Winkler,David John,Winkler
WMPID447,1,Y,"PREMPEH, WILLIAM SREBOE",H0NJ09200,H,NJ,9,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,n,Black,B,NULL,n,0,Billy Prempeh,Billy,Prempeh
WMPID2665,1,Y,"PINCKNEY, DAVID",H0NJ10133,H,NJ,10,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,David Pinckney,David,Pinckney
WMPID1894,0,,"RIVERA, ANA ISABEL",H0NJ10216,H,NJ,8,REP,OPEN,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Ana Isabel Rivera,Ana Isabel,Rivera
WMPID2217,0,,"TRUGMAN, ROBERT G.",H0NJ11024,H,NJ,7,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Robert Trugman,Robert,Trugman
WMPID451,1,Y,"GARCIA HOLMES, MICHELLE",H0NM01189,H,NM,1,REP,CHALLENGER,6/7/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Michelle Garcia Holmes,Michelle Garcia,Holmes
WMPID453,1,Y,"LEGER FERNANDEZ, TERESA",H0NM03102,H,NM,3,DEM,INCUMBENT,6/7/2022,,,,0,F,F,1,Y,Hispanic/Latino,H,NULL,N,0,Teresa Leger,Teresa Leger,Fernandez
WMPID2657,1,Y,"BEST, RUSSELL",H0NV02167,H,NV,2,IAP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Russell Best,Russell,Best
WMPID3976,0,,"NADELL, BRIAN",H0NV03207,H,NV,4,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Brian Nadell,Brian,Nadell
WMPID2734,1,Y,"PETERS, SAMUEL JAMES MR",H0NV04023,H,NV,4,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Samuel James Peters,Samuel James,Peters
WMPID2343,1,Y,"FLEMING, BRIDGET",H0NY01202,H,NY,1,DEM,CHALLENGER,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Bridget Fleming,Bridget,Fleming
WMPID470,1,Y,"GORDON, JACQUELINE",H0NY02192,H,NY,2,DEM,CHALLENGER,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Jackie Gordon,Jackie,Gordon
WMPID471,1,Y,"GARBARINO, ANDREW",H0NY02234,H,NY,2,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Andrew Garbarino,Andrew,Garbarino
WMPID2364,0,,"D'ARRIGO, MELANIE",H0NY03075,H,NY,3,DEM,CHALLENGER,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Melanie D'Arrigo,Melanie,D'Arrigo
WMPID475,1,Y,"DEVOLDER-SANTOS, GEORGE ANTHONY",H0NY03083,H,NY,3,REP,CHALLENGER,6/7/2022,,,,0,M,M,1,y,Hispanic/Latino,H,NULL,n,1,George Devolder-Santos,George,Devolder-Santos
WMPID479,0,,"LAL, AMIT",H0NY05088,H,NY,5,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,n,Asian/Pacific Islander,AP,NULL,N,0,Amit Lal,Amit,Lal
WMPID480,1,Y,"ZMICH, THOMAS",H0NY06086,H,NY,6,REP,CHALLENGER,8/5/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Thomas Zmich,Thomas,Zmich
WMPID4960,0,,"PRINCE, PAPERBOY",H0NY07092,H,NY,7,DEM,,7/21/2022,,,,,M,M,,NULL,NULL,NULL,NULL,NULL,0,Paperboy Prince,Paperboy,Prince
WMPID1930,0,,"JAMES, ISIAH",H0NY09080,H,NY,9,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Isiah James,Isiah,James
WMPID2604,0,,"WYMAN, ROBERT MARK (BOB)",H0NY10138,H,NY,10,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Bob Wyman,Bob,Wyman
WMPID489,1,Y,"MALLIOTAKIS, NICOLE",H0NY11078,H,NY,11,REP,INCUMBENT,6/7/2022,,,,0,F,F,1,Y,Hispanic/Latino,H,NULL,N,0,Nicole Malliotakis,Nicole,Malliotakis
WMPID497,1,Y,"TORRES, RITCHIE JOHN",H0NY15160,H,NY,15,DEM,INCUMBENT,6/7/2022,,,,0,M,M,1,Y,Black,B,H,N,0,Ritchie Torres,Ritchie,Torres
WMPID505,1,Y,"BOWMAN, JAMAAL",H0NY16143,H,NY,16,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Jamaal Bowman,Jamaal,Bowman
WMPID506,0,,"JONES, MONDAIRE",H0NY17174,H,NY,10,DEM,INCUMBENT,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Mondaire Jones,Mondaire,Jones
WMPID3575,0,,"PARKER, CATHERINE F",H0NY17281,H,NY,16,DEM,,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Catherine Parker,Catherine,Parker
WMPID510,0,,"VAN DE WATER, KYLE",H0NY19204,H,NY,19,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Kyle Van De Water,Kyle,Van De Water
WMPID512,1,Y,"JOY, ELIZABETH L",H0NY20111,H,NY,20,REP,CHALLENGER,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Elizabeth Joy,Elizabeth,Joy
WMPID513,0,,"DESIRA, JAMES",H0NY22091,H,NY,22,IND,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,James Desira,James,Desira
WMPID3480,1,Y,"CONOLE, FRANCIS",H0NY24063,H,NY,22,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,1,Francis Conole,Francis,Conole
WMPID4704,0,,"EGRIU, EMIN",H0NY26068,H,NY,26,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Emin Egriu,Emin,Egriu
WMPID521,0,,"JACOBS, CHRISTOPHER L.",H0NY27090,H,NY,23,REP,INCUMBENT,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Chris Jacobs,Chris,Jacobs
WMPID3056,0,,"SITES, JEFFREY ALAN",H0OH04085,H,OH,4,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Jeffrey Alan Sites,Jeffrey Alan,Sites
WMPID534,1,Y,"JOHNSON, BILL",H0OH06189,H,OH,6,REP,INCUMBENT,6/7/2022,House,Won,3-May,1,M,M,0,N,White,W,NULL,N,0,Bill Johnson,Bill,Johnson
WMPID2509,0,,"ANDERSON, JOHN DAVID",H0OH07104,H,OH,6,REP,CHALLENGER,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,John David Anderson,John David,Anderson
WMPID535,0,,"LAPE, BRANDON",H0OH07146,H,OH,12,REP,CHALLENGER,6/7/2022,,,,0,M,M,0,N,White,W,NULL,N,0,Brandon Lape,Brandon,Lape
WMPID539,0,,"GORE, LAVERNE",H0OH11098,H,OH,11,REP,CHALLENGER,6/7/2022,,,,0,F,F,0,N,Black,B,NULL,N,0,Laverne Gore,Laverne,Gore
WMPID2234,0,,"SHABAZZ, TARIQ K.",H0OH11122,H,OH,11,DEM,CHALLENGER,6/7/2022,,,,0,M,M,0,N,Black,B,NULL,N,0,Tariq Shabazz,Tariq,Shabazz
WMPID540,0,,"SHEARER, ALAINA",H0OH12179,H,OH,12,DEM,CHALLENGER,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Alaina Shearer,Alaina,Shearer
WMPID2140,0,,"TRUEX, DONALD",H0OH13219,H,OH,7,REP,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Donald Truex,Donald,Truex
WMPID4437,0,,"ADAMS, JOHN",H0OH15099,H,OH,15,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,John Adams,John,Adams
WMPID4031,0,,"KILGORE, DANIEL MCARTHUR MR.",H0OH15131,H,OH,15,DEM,CHALLENGER,6/7/2022,,,,0,UNK,,,,NULL,,,,0,Daniel Mcarthur Kilgore,Daniel Mcarthur,Kilgore
WMPID2056,0,,"HOOD, RONALD E",H0OH18101,H,OH,15,REP,OPEN,6/7/2022,,,,0,M,M,,NULL,White,W,NULL,NULL,0,Ronald Hood,Ronald,Hood
WMPID4921,0,,"HOPKINS, RHONDA",H0OK02244,H,OK,2,REP,,7/5/2022,,,,0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Rhonda Hopkins,Rhonda,Hopkins
WMPID551,1,Y,"BICE, STEPHANIE",H0OK05205,H,OK,5,REP,INCUMBENT,6/7/2022,,,,0,F,F,0,N,White,W,NULL,N,0,Stephanie Bice,Stephanie,Bice
