candidate_id,candidate,party,district,current_candidate,cyclecand,primary_results,crpico,fec_id,office,vs_candname,vs_race,vs_racecode,vs_filename,face_url,vs_canddetails,vs_statename,vs_filesize
N00012233,Robert E Latta ,R,OH05,Y,Y,W,I,H8OH05036,OH05,Bob Latta,"U.S. House
",H,USH_OH_BOB_LATTA.jpg,https://static.votesmart.org/static/canphoto/9926.jpg,"
                Bob Latta

                (Won)

                Republican
",OHIO,3834
N00012942,Betty McCollum ,D,MN04,Y,Y,W,I,H0MN04049,MN04,Betty McCollum,"U.S. House
",H,USH_MN_BETTY_MCCOLLUM.jpg,https://static.votesmart.org/static/canphoto/3812.jpg,"
                Betty McCollum

                (Won)

                Democratic/Farmer/Labor
",MINNESOTA,4616
N00013262,Joyce Griggs ,D,GA01,Y,Y,W,C,H0GA01029,GA01,Joyce Griggs,"U.S. House
",H,USH_GA_JOYCE_GRIGGS.jpg,https://static.votesmart.org/static/canphoto/31601.jpg,"
                Joyce Griggs

                (Lost)

                Democratic
",GEORGIA,3960
N00013323,Sam Graves ,R,MO06,Y,Y,W,I,H0MO06073,MO06,Sam Graves,"U.S. House
",H,USH_MO_SAM_GRAVES.jpg,https://static.votesmart.org/static/canphoto/9425.jpg,"
                Sam Graves

                (Won)

                Republican
",MISSOURI,3849
N00013682,David Rosa ,R,MA04,Y,Y,,O,H0MA09027,MA04,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/DavidRosa1.jpg,,,
N00013817,Chellie Pingree ,D,ME01,Y,Y,W,I,H8ME01120,ME01,Chellie Pingree,"U.S. House
",H,USH_ME_CHELLIE_PINGREE.jpg,https://static.votesmart.org/static/canphoto/6586.jpg,"
                Chellie Pingree

                (Won)

                Democratic
",MAINE,5022
N00013855,Stephen F Lynch ,D,MA08,Y,Y,,I,H2MA09072,MA08,Stephen Lynch,"U.S. House
",H,USH_MA_STEPHEN_LYNCH.jpg,https://static.votesmart.org/static/canphoto/4844.jpg,"
                Stephen Lynch

                (Won)

                Democratic
",MASSACHUSETTS,4152
N00019149,Tom Kean ,R,NJ07,Y,Y,W,C,H0NJ07261,NJ07,"Tom Kean, Jr.","U.S. House
",H,USH_NJ_TOM_KEAN_JR.jpg,https://static.votesmart.org/static/canphoto/43250.jpg,"
                Tom Kean, Jr.

                (Lost)

                Republican
",NEW JERSEY,21379
N00021273,Kim O'connor ,I,FL02,Y,Y,,C,H4FL02013,FL02,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/KimOConnor.jpg,,,
N00023802,Richard Torregano ,I,LA06,Y,Y,,C,H4LA02038,LA06,Richard Torregano,"U.S. House
",H,USH_LA_RICHARD_TORREGANO.jpg,https://static.votesmart.org/static/canphoto/143030.jpg,"
                Richard Torregano

                (Lost)

                No Party Affiliation
",LOUISIANA,3760
N00023864,Donald Trump ,R,PRES,Y,Y,W,I,P80001571,PRES,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/473px-Official_Portrait_of_President_Donald_Trump.jpg,,,
N00024194,James Waters ,R,CA46,Y,Y,W,C,H0CA46077,CA46,James Waters,"U.S. House
",H,USH_CA_JAMES_WATERS.jpg,https://static.votesmart.org/static/canphoto/188628.jpg,"
                James Waters

                (Lost)

                Republican
",CALIFORNIA,4592
N00024759,Mike D Rogers ,R,AL03,Y,Y,W,I,H2AL03032,AL03,Mike Rogers,"U.S. House
",H,USH_AL_MIKE_ROGERS.jpg,https://static.votesmart.org/static/canphoto/5705.jpg,"
                Mike Rogers

                (Won)

                Republican
",ALABAMA,4192
N00024790,Jeanne Shaheen ,D,NHS2,Y,Y,,I,S0NH00219,NHS2,Jeanne Shaheen,"U.S. Senate
",S,USS_NH_JEANNE_SHAHEEN.jpg,https://static.votesmart.org/static/canphoto/1663.jpg,"
                Jeanne Shaheen

                (Won)

                Democratic
",NEW HAMPSHIRE,3985
N00024809,Joe Wilson ,R,SC02,Y,Y,W,I,H2SC02059,SC02,"Joe Wilson, Sr.","U.S. House
",H,USH_SC_JOE_WILSON_SR.jpg,https://static.votesmart.org/static/canphoto/3985.jpg,"
                Joe Wilson, Sr.

                (Won)

                Republican
",SOUTH CAROLINA,3825
N00024817,Doug Jones ,D,ALS1,Y,Y,W,I,S0AL00156,ALS1,Doug Jones,"U.S. Senate
",S,USS_AL_DOUG_JONES.jpg,https://static.votesmart.org/static/canphoto/176464.jpg,"
                Doug Jones

                (Lost)

                Democratic
",ALABAMA,3662
N00024842,Joe Courtney ,D,CT02,Y,Y,W,I,H2CT02112,CT02,Joe Courtney,"U.S. House
",H,USH_CT_JOE_COURTNEY.jpg,https://static.votesmart.org/static/canphoto/30333.jpg,"
                Joe Courtney

                (Won)

                Democratic
",CONNECTICUT,4670
N00024852,John Cornyn ,R,TXS1,Y,Y,W,I,S2TX00106,TXS1,John Cornyn,"U.S. Senate
",S,USS_TX_JOHN_CORNYN.jpg,https://static.votesmart.org/static/canphoto/15375.jpg,"
                John Cornyn

                (Won)

                Republican
",TEXAS,9402
N00024870,Linda Sanchez ,D,CA38,Y,Y,W,I,H2CA39078,CA38,Linda Sánchez,"U.S. House
",H,USH_CA_LINDA_SÁNCHEZ.jpg,https://static.votesmart.org/static/canphoto/29674.jpg,"
                Linda Sánchez

                (Won)

                Democratic
",CALIFORNIA,4034
N00024871,David Scott ,D,GA13,Y,Y,W,I,H2GA13012,GA13,David Scott,"U.S. House
",H,USH_GA_DAVID_SCOTT.jpg,https://static.votesmart.org/static/canphoto/7826.jpg,"
                David Scott

                (Won)

                Democratic
",GEORGIA,4466
N00024894,Jim Oberweis ,R,IL14,Y,Y,W,C,H8IL14083,IL14,Jim Oberweis,"U.S. House
",H,USH_IL_JIM_OBERWEIS.jpg,https://static.votesmart.org/static/canphoto/33522.jpg,"
                Jim Oberweis

                (Lost)

                Republican
",ILLINOIS,5625
N00024978,Henry Cuellar ,D,TX28,Y,Y,W,I,H2TX23082,TX28,Henry Cuellar,"U.S. House
",H,USH_TX_HENRY_CUELLAR.jpg,https://static.votesmart.org/static/canphoto/5486.jpg,"
                Henry Cuellar

                (Won)

                Democratic
",TEXAS,4701
N00025023,Kevin Craig ,L,MO07,Y,Y,,C,H4MO07107,MO07,Kevin Craig,"U.S. House
",H,USH_MO_KEVIN_CRAIG.jpg,https://static.votesmart.org/static/canphoto/39580.jpg,"
                Kevin Craig

                (Lost)

                Libertarian
",MISSOURI,23478
N00025095,John Carter ,R,TX31,Y,Y,W,I,H2TX31044,TX31,John Carter,"U.S. House
",H,USH_TX_JOHN_CARTER.jpg,https://static.votesmart.org/static/canphoto/49296.jpg,"
                John Carter

                (Won)

                Republican
",TEXAS,4340
N00025105,Chris Claytor ,L,TX03,Y,Y,,C,H2TX27117,TX03,Chris Claytor,"U.S. House
",H,USH_TX_CHRIS_CLAYTOR.jpg,https://static.votesmart.org/static/canphoto/49531.jpg,"
                Chris Claytor

                (Lost)

                Libertarian
",TEXAS,3871
N00025175,Michael R Turner ,R,OH10,Y,Y,W,I,H2OH03067,OH10,Mike Turner,"U.S. House
",H,USH_OH_MIKE_TURNER.jpg,https://static.votesmart.org/static/canphoto/45519.jpg,"
                Mike Turner

                (Won)

                Republican
",OHIO,4338
N00025219,Michael Burgess ,R,TX26,Y,Y,W,I,H2TX26093,TX26,Michael Burgess,"U.S. House
",H,USH_TX_MICHAEL_BURGESS.jpg,https://static.votesmart.org/static/canphoto/50120.jpg,"
                Michael Burgess

                (Won)

                Republican
",TEXAS,4286
N00025280,Tim Ryan ,D,OH13,Y,Y,W,I,H2OH17109,OH13,Tim Ryan,"U.S. House
",H,USH_OH_TIM_RYAN.jpg,https://static.votesmart.org/static/canphoto/45638.jpg,"
                Tim Ryan

                (Won)

                Democratic
",OHIO,4048
N00025284,Raul M Grijalva ,D,AZ03,Y,Y,W,I,H2AZ07070,AZ03,Raul Grijalva,"U.S. House
",H,USH_AZ_RAUL_GRIJALVA.jpg,https://static.votesmart.org/static/canphoto/28253.jpg,"
                Raul Grijalva

                (Won)

                Democratic
",ARIZONA,4948
N00025337,Mario Diaz-Balart ,R,FL25,Y,Y,W,I,H2FL25018,FL25,Mario Diaz-Balart,"U.S. House
",H,USH_FL_MARIO_DIAZ-BALART.jpg,https://static.votesmart.org/static/canphoto/24312.jpg,"
                Mario Diaz-Balart

                (Won)

                Republican
",FLORIDA,3212
N00025445,David Kustoff ,R,TN08,Y,Y,W,I,H2TN07103,TN08,David Kustoff,"U.S. House
",H,USH_TN_DAVID_KUSTOFF.jpg,https://static.votesmart.org/static/canphoto/48997.jpg,"
                David Kustoff

                (Won)

                Republican
",TENNESSEE,4243
N00025482,Dutch Ruppersberger ,D,MD02,Y,Y,W,I,H2MD02160,MD02,Dutch Ruppersberger,"U.S. House
",H,USH_MD_DUTCH_RUPPERSBERGER.jpg,https://static.votesmart.org/static/canphoto/36130.jpg,"
                Dutch Ruppersberger

                (Won)

                Democratic
",MARYLAND,4473
N00025713,Janine Hansen ,3,NV02,Y,Y,,C,H2NV02205,NV02,Janine Hansen,"U.S. House
",H,USH_NV_JANINE_HANSEN.jpg,https://static.votesmart.org/static/canphoto/43911.jpg,"
                Janine Hansen

                (Lost)

                Independent American
",NEVADA,4964
N00025726,Tom Cole ,R,OK04,Y,Y,W,I,H2OK04055,OK04,Tom Cole,"U.S. House
",H,USH_OK_TOM_COLE.jpg,https://static.votesmart.org/static/canphoto/46034.jpg,"
                Tom Cole

                (Won)

                Republican
",OKLAHOMA,4111
N00025746,Bert Oram ,I,FL01,Y,Y,,C,H0FL01153,FL01,Albert Oram,"U.S. House
",H,USH_FL_ALBERT_ORAM.jpg,NA,"
                Albert Oram

                (Lost)

                No Party Affiliation
",FLORIDA,243
N00025812,Steven Greenfield ,3,NY19,Y,Y,W,C,H2NY22097,NY19,Steven Greenfield,"U.S. House
",H,USH_NY_STEVEN_GREENFIELD.jpg,https://static.votesmart.org/static/canphoto/44835.jpg,"
                Steven Greenfield

                (Lost)

                Green Party
",NEW YORK,3338
N00025882,Ed Case ,D,HI01,Y,Y,W,I,H2HI02128,HI01,Edward Case,"U.S. House
",H,USH_HI_EDWARD_CASE.jpg,https://static.votesmart.org/static/canphoto/3422.jpg,"
                Edward Case

                (Won)

                Democratic
",HAWAII,3932
N00026106,Debbie Wasserman Schultz ,D,FL23,Y,Y,W,I,H4FL20023,FL23,Debbie Wasserman Schultz,"U.S. House
",H,USH_FL_DEBBIE_WASSERMAN_SCHULTZ.jpg,https://static.votesmart.org/static/canphoto/24301.jpg,"
                Debbie Wasserman Schultz

                (Won)

                Democratic
",FLORIDA,4782
N00026122,Al Bartell ,I,GAS2,Y,Y,,C,S0GA00443,GAS2,Al Bartell,"U.S. Senate
",S,USS_GA_AL_BARTELL.jpg,https://static.votesmart.org/static/canphoto/189828.jpg,"
                Al Bartell

                (Lost)

                Independent
",GEORGIA,3810
N00026148,Louis B Gohmert Jr. ,R,TX01,Y,Y,W,I,H4TX04039,TX01,Louie Gohmert,"U.S. House
",H,USH_TX_LOUIE_GOHMERT.jpg,https://static.votesmart.org/static/canphoto/50029.jpg,"
                Louie Gohmert

                (Won)

                Republican
",TEXAS,3968
N00026166,Virginia Foxx ,R,NC05,Y,Y,W,I,H4NC05146,NC05,Virginia Foxx,"U.S. House
",H,USH_NC_VIRGINIA_FOXX.jpg,https://static.votesmart.org/static/canphoto/6051.jpg,"
                Virginia Foxx

                (Won)

                Republican
",NORTH CAROLINA,4147
N00026314,Cathy McMorris Rodgers ,R,WA05,Y,Y,W,I,H4WA05077,WA05,Cathy McMorris Rodgers,"U.S. House
",H,USH_WA_CATHY_MCMORRIS_RODGERS.jpg,https://static.votesmart.org/static/canphoto/3217.jpg,"
                Cathy McMorris Rodgers

                (Won)

                Republican
",WASHINGTON,3855
N00026335,Daniel Webster ,R,FL11,Y,Y,W,I,H0FL08208,FL11,Daniel Webster,"U.S. House
",H,USH_FL_DANIEL_WEBSTER.jpg,https://static.votesmart.org/static/canphoto/24302.jpg,"
                Daniel Webster

                (Won)

                Republican
",FLORIDA,4236
N00026341,Jim Costa ,D,CA16,Y,Y,W,I,H4CA20082,CA16,Jim Costa,"U.S. House
",H,USH_CA_JIM_COSTA.jpg,https://static.votesmart.org/static/canphoto/3577.jpg,"
                Jim Costa

                (Won)

                Democratic
",CALIFORNIA,3848
N00026368,Tim Walberg ,R,MI07,Y,Y,W,I,H4MI07103,MI07,Tim Walberg,"U.S. House
",H,USH_MI_TIM_WALBERG.jpg,https://static.votesmart.org/static/canphoto/8618.jpg,"
                Tim Walberg

                (Won)

                Republican
",MICHIGAN,3960
N00026411,Piotr Blass ,I,FL21,Y,Y,,C,H8FL00026,FL21,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Piotr_Blass.JPG,,,
N00026427,Ro Khanna ,D,CA17,Y,Y,W,I,H4CA12055,CA17,Ro Khanna,"U.S. House
",H,USH_CA_RO_KHANNA.jpg,https://static.votesmart.org/static/canphoto/29473.jpg,"
                Ro Khanna

                (Won)

                Democratic
",CALIFORNIA,4169
N00026460,Michael McCaul ,R,TX10,Y,Y,W,I,H4TX10093,TX10,Michael McCaul,"U.S. House
",H,USH_TX_MICHAEL_MCCAUL.jpg,https://static.votesmart.org/static/canphoto/49210.jpg,"
                Michael McCaul

                (Won)

                Republican
",TEXAS,4374
N00026555,Delina DiSanto ,D,AZ04,Y,Y,W,C,H8AZ04165,AZ04,Delina DiSanto,"U.S. House
",H,USH_AZ_DELINA_DISANTO.jpg,https://static.votesmart.org/static/canphoto/182240.jpg,"
                Delina DiSanto

                (Lost)

                Democratic
",ARIZONA,4698
N00026605,George McDermott ,R,MD04,Y,Y,W,C,H4MD04071,MD04,George McDermott,"U.S. House
",H,USH_MD_GEORGE_MCDERMOTT.jpg,https://static.votesmart.org/static/canphoto/36120.jpg,"
                George McDermott

                (Lost)

                Republican
",MARYLAND,3434
N00026627,Patrick McHenry ,R,NC10,Y,Y,W,I,H4NC10047,NC10,Patrick McHenry,"U.S. House
",H,USH_NC_PATRICK_MCHENRY.jpg,https://static.votesmart.org/static/canphoto/21031.jpg,"
                Patrick McHenry

                (Won)

                Republican
",NORTH CAROLINA,4294
N00026631,Jeff Fortenberry ,R,NE01,Y,Y,W,I,H4NE01064,NE01,Jeff Fortenberry,"U.S. House
",H,USH_NE_JEFF_FORTENBERRY.jpg,https://static.votesmart.org/static/canphoto/41929.jpg,"
                Jeff Fortenberry

                (Won)

                Republican
",NEBRASKA,4494
N00026686,Al Green ,D,TX09,Y,Y,W,I,H4TX09095,TX09,Al Green,"U.S. House
",H,USH_TX_AL_GREEN.jpg,https://static.votesmart.org/static/canphoto/49680.jpg,"
                Al Green

                (Won)

                Democratic
",TEXAS,4776
N00026705,Rhett Smith ,L,TXS1,Y,Y,,C,S0TX00241,TXS1,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Rhett-Rosenquest-Smith.jpg,,,
N00026751,Allen Buckley ,I,GAS1,Y,Y,,C,S4GA11103,GAS1,Allen Buckley,"U.S. Senate
",S,USS_GA_ALLEN_BUCKLEY.jpg,https://static.votesmart.org/static/canphoto/32098.jpg,"
                Allen Buckley

                (Lost)

                Independent
",GEORGIA,3217
N00026790,Emanuel Cleaver ,D,MO05,Y,Y,W,I,H4MO05234,MO05,Emanuel Cleaver II,"U.S. House
",H,USH_MO_EMANUEL_CLEAVER_II.jpg,https://static.votesmart.org/static/canphoto/39507.jpg,"
                Emanuel Cleaver II

                (Won)

                Democratic
",MISSOURI,4250
N00026914,Gwen Moore ,D,WI04,Y,Y,W,I,H4WI04183,WI04,Gwen Moore,"U.S. House
",H,USH_WI_GWEN_MOORE.jpg,https://static.votesmart.org/static/canphoto/3457.jpg,"
                Gwen Moore

                (Won)

                Democratic
",WISCONSIN,4976
N00026926,Jerry McNerney ,D,CA09,Y,Y,W,I,H4CA11081,CA09,Jerry McNerney,"U.S. House
",H,USH_CA_JERRY_MCNERNEY.jpg,https://static.votesmart.org/static/canphoto/29474.jpg,"
                Jerry McNerney

                (Won)

                Democratic
",CALIFORNIA,3699
N00026961,Yvette D Clarke ,D,NY09,Y,Y,W,I,H4NY11138,NY09,Yvette Clarke,"U.S. House
",H,USH_NY_YVETTE_CLARKE.jpg,https://static.votesmart.org/static/canphoto/44741.jpg,"
                Yvette Clarke

                (Won)

                Democratic
",NEW YORK,5061
N00027035,G K Butterfield ,D,NC01,Y,Y,W,I,H4NC01046,NC01,"G.K. Butterfield, Jr.","U.S. House
",H,USH_NC_GK_BUTTERFIELD_JR.jpg,https://static.votesmart.org/static/canphoto/41077.jpg,"
                G.K. Butterfield, Jr.

                (Won)

                Democratic
",NORTH CAROLINA,4726
N00027060,Brian M Higgins ,D,NY26,Y,Y,W,I,H4NY27076,NY26,Brian Higgins,"U.S. House
",H,USH_NY_BRIAN_HIGGINS.jpg,https://static.votesmart.org/static/canphoto/23127.jpg,"
                Brian Higgins

                (Won)

                Democratic
",NEW YORK,3649
N00027326,Vinny Mendoza ,I,LAS1,Y,Y,,C,S6LA00409,LAS1,Vinny Mendoza,"U.S. Senate
",S,USS_LA_VINNY_MENDOZA.jpg,https://static.votesmart.org/static/canphoto/155410.jpg,"
                Vinny Mendoza

                (Lost)

                Independent
",LOUISIANA,4155
N00027434,Cris Ericson ,I,VT01,Y,Y,,C,H8VT00141,VT01,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Cris_Ericson.jpg,,,
N00027459,Doris Matsui ,D,CA06,Y,Y,W,I,H6CA05195,CA06,Doris Matsui,"U.S. House
",H,USH_CA_DORIS_MATSUI.jpg,https://static.votesmart.org/static/canphoto/28593.jpg,"
                Doris Matsui

                (Won)

                Democratic
",CALIFORNIA,4130
N00027462,Gus Bilirakis ,R,FL12,Y,Y,W,I,H6FL09070,FL12,Gus Bilirakis,"U.S. House
",H,USH_FL_GUS_BILIRAKIS.jpg,https://static.votesmart.org/static/canphoto/17318.jpg,"
                Gus Bilirakis

                (Won)

                Republican
",FLORIDA,4981
N00027510,Ed Perlmutter ,D,CO07,Y,Y,W,I,H6CO07023,CO07,Ed Perlmutter,"U.S. House
",H,USH_CO_ED_PERLMUTTER.jpg,https://static.votesmart.org/static/canphoto/2653.jpg,"
                Ed Perlmutter

                (Won)

                Democratic
",COLORADO,4420
N00027514,Kathy Castor ,D,FL14,Y,Y,W,I,H6FL11126,FL14,Kathy Castor,"U.S. House
",H,USH_FL_KATHY_CASTOR.jpg,https://static.votesmart.org/static/canphoto/53825.jpg,"
                Kathy Castor

                (Won)

                Democratic
",FLORIDA,4545
N00027523,Albio Sires ,D,NJ08,Y,Y,W,I,H6NJ13191,NJ08,Albio Sires,"U.S. House
",H,USH_NJ_ALBIO_SIRES.jpg,https://static.votesmart.org/static/canphoto/22510.jpg,"
                Albio Sires

                (Won)

                Democratic
",NEW JERSEY,4162
N00027623,Adrian Smith ,R,NE03,Y,Y,W,I,H6NE03115,NE03,Adrian Smith,"U.S. House
",H,USH_NE_ADRIAN_SMITH.jpg,https://static.votesmart.org/static/canphoto/21284.jpg,"
                Adrian Smith

                (Won)

                Republican
",NEBRASKA,4276
N00027626,Vernon Buchanan ,R,FL16,Y,Y,W,I,H6FL13148,FL16,Vern Buchanan,"U.S. House
",H,USH_FL_VERN_BUCHANAN.jpg,https://static.votesmart.org/static/canphoto/66247.jpg,"
                Vern Buchanan

                (Won)

                Republican
",FLORIDA,3622
N00027709,Van Taylor ,R,TX03,Y,Y,W,I,H8TX03123,TX03,Van Taylor,"U.S. House
",H,USH_TX_VAN_TAYLOR.jpg,https://static.votesmart.org/static/canphoto/147737.jpg,"
                Van Taylor

                (Won)

                Republican
",TEXAS,4675
N00027751,John Sarbanes ,D,MD03,Y,Y,W,I,H6MD03292,MD03,John Sarbanes,"U.S. House
",H,USH_MD_JOHN_SARBANES.jpg,https://static.votesmart.org/static/canphoto/66575.jpg,"
                John Sarbanes

                (Won)

                Democratic
",MARYLAND,4128
N00027783,Ralph Norman ,R,SC05,Y,Y,W,I,H8SC05158,SC05,"Ralph Norman, Jr.","U.S. House
",H,USH_SC_RALPH_NORMAN_JR.jpg,https://static.votesmart.org/static/canphoto/47930.jpg,"
                Ralph Norman, Jr.

                (Won)

                Republican
",SOUTH CAROLINA,4301
N00027848,Hank Johnson ,D,GA04,Y,Y,W,I,H6GA04129,GA04,"Hank Johnson, Jr.","U.S. House
",H,USH_GA_HANK_JOHNSON_JR.jpg,https://static.votesmart.org/static/canphoto/68070.jpg,"
                Hank Johnson, Jr.

                (Won)

                Democratic
",GEORGIA,4401
N00027894,Jim Jordan ,R,OH04,Y,Y,W,I,H6OH04082,OH04,Jim Jordan,"U.S. House
",H,USH_OH_JIM_JORDAN.jpg,https://static.votesmart.org/static/canphoto/8158.jpg,"
                Jim Jordan

                (Won)

                Republican
",OHIO,4242
N00028073,John A Yarmuth ,D,KY03,Y,Y,W,I,H6KY03124,KY03,John Yarmuth,"U.S. House
",H,USH_KY_JOHN_YARMUTH.jpg,https://static.votesmart.org/static/canphoto/58579.jpg,"
                John Yarmuth

                (Won)

                Democratic
",KENTUCKY,4384
N00028122,TJ Cox ,D,CA21,Y,Y,W,I,H8CA10167,CA21,T. J. Cox,"U.S. House
",H,USH_CA_T_J_COX.jpg,https://static.votesmart.org/static/canphoto/57197.jpg,"
                T. J. Cox

                (Lost)

                Democratic
",CALIFORNIA,4459
N00028133,Douglas L Lamborn ,R,CO05,Y,Y,W,I,H6CO05159,CO05,Doug Lamborn,"U.S. House
",H,USH_CO_DOUG_LAMBORN.jpg,https://static.votesmart.org/static/canphoto/2698.jpg,"
                Doug Lamborn

                (Won)

                Republican
",COLORADO,3910
