wmpid,full_name,opponents,opponent_names
WMPID21,Jerry Carl,,Jerry Carl
WMPID24,Phyllis Harvey-Hall,WMPID4534|WMPID1038,Phyllis Harvey-Hall|Jonathan Smith|Barry Moore
WMPID27,Terri A Sewell,WMPID2677|WMPID4010,Terri A Sewell|Beatrice Jackson Nichols|Gavin Joesph Goodman
WMPID28,Rick Crawford,WMPID3089|WMPID2895,Rick Crawford|Monte Hodges|Roger Daugherty
WMPID30,Steve Womack,WMPID2651|WMPID1041,Steve Womack|Lauren Hays|Mike Kalagias
WMPID35,Paul Gosar,WMPID3434|WMPID2908|WMPID1048,Paul Gosar|Tanya Contreras Wheeless|Kelly Cooper|Greg Stanton
WMPID2361,Javier Ramos,WMPID2750|WMPID2663|WMPID946,Javier Ramos|Travis Lindberg|Clint William Smith|Andy Biggs
WMPID45,Ami Bera,WMPID46,Ami Bera|Tamika Hamilton
WMPID46,Tamika Hamilton,WMPID45,Ami Bera|Tamika Hamilton
WMPID52,Jay Obernolte,WMPID2967,Jay Obernolte|Derek Marshall
WMPID54,Mark Desaulnier,WMPID2103,Mark Desaulnier|Michael Ernest Kerr
WMPID55,John Garamendi,WMPID2250,John Garamendi|Rudy Recile
WMPID58,Alison Hayden,WMPID775,Alison Hayden|Eric Swalwell
WMPID61,Ritesh Tandon,WMPID870,Ritesh Tandon|Ro Khanna
WMPID62,Rishi Kumar,WMPID4064|WMPID871,Rishi Kumar|Peter Hernandez|Zoe Lofgren
WMPID63,Jeff Gorman,WMPID949,Jeff Gorman|Jimmy Panetta
WMPID67,Mike Garcia,WMPID68,Mike Garcia|Christy Smith
WMPID68,Christy Smith,WMPID67,Mike Garcia|Christy Smith
WMPID70,Adam Schiff,WMPID3032,Adam Schiff|G Maebe A. Girl Pudlo
WMPID3032,G Maebe A. Girl Pudlo,WMPID70,Adam Schiff|G Maebe A. Girl Pudlo
WMPID75,Judy Chu,WMPID2565,Judy Chu|Wesley Phillip Hallman
WMPID78,Mike Cargile,WMPID875,Mike Cargile|Norma Torres
WMPID1835,Paul Irving Jones,WMPID782|WMPID3357,Paul Irving Jones|Linda Sanchez|Eric Ching
WMPID84,Joe Collins,WMPID874,Joe Collins|Ted Lieu
WMPID2428,Christopher Gonzales,WMPID955,Christopher Gonzales|Lou Correa
WMPID87,Darrell Issa,,Darrell Issa
WMPID86,Michelle Steel,WMPID3785,Michelle Steel|Jay Chen
WMPID96,Lauren Boebert,WMPID3205|WMPID3161|WMPID2690|WMPID3843|WMPID5164,Lauren Boebert|Marina Zimmerman|Kristin Elise Skowronski|Adam Frisch|Douglas Van Raam|Richard Tetu
WMPID98,Isaac McCorkle,WMPID1868|WMPID1704|WMPID1309|WMPID878,Isaac McCorkle|Ryan James Mcgonigal|Donna Windholz|Joshua Rodriguez|Ken Buck
WMPID109,Rosa L DeLauro,WMPID111|WMPID4644|WMPID4701,Rosa L DeLauro|Justin Paglino|Amy Fogelstrom Chai|Lesley Denardis
WMPID111,Justin Paglino,WMPID109|WMPID4644|WMPID4701,Rosa L DeLauro|Justin Paglino|Amy Fogelstrom Chai|Lesley Denardis
WMPID115,Eleanor Holmes Norton,WMPID2101|WMPID4991|WMPID1083,Eleanor Holmes Norton|Nelson Rimensnyder|Bruce Powell Majors|Natale Stracuzzi
WMPID5148,David Rogers,WMPID5144|WMPID959|WMPID5139|WMPID1084,David Rogers|Cody Mcnutt|Lisa Blunt Rochester|Scott Walker|Lee Murphy
WMPID4494,Gregory Charles Merk,WMPID1630|WMPID3522|WMPID3719|WMPID4895|WMPID960,Gregory Charles Merk|Rebekah Jones|Bryan Christopher Jones|Margaret Ann Schiller|Mark Lombardo|Matt Gaetz
WMPID122,Al Lawson,WMPID2842|WMPID962|WMPID3937,Al Lawson|Leigha Luna Garner-Lopez|John Rutherford|Lashonda Holloway
WMPID124,Kat Cammack,WMPID3069|WMPID3567|WMPID4215|WMPID2493,Kat Cammack|Danielle Nicole Hawk|Justin James Waters|Manuel Asensio|Tom Beckwith Wells
WMPID127,Gary Koniz,WMPID3921|WMPID1803|WMPID2093|WMPID1812|WMPID2699,Gary Koniz|Erick Javier Aguilar|Anthony Tony Hill|Mara Heather Macie|Aaron Bean|Jon Chuba
WMPID3921,Erick Javier Aguilar,WMPID127|WMPID1803|WMPID2093|WMPID1812|WMPID2699,Gary Koniz|Erick Javier Aguilar|Anthony Tony Hill|Mara Heather Macie|Aaron Bean|Jon Chuba
WMPID136,Daniel Webster,WMPID1834|WMPID163|WMPID4372|WMPID1572|WMPID4830,Daniel Webster|Lateresa Ann Jones|Laura Loomer|Gavriel Eliyahu Soriano|Shante Munns|Kevin Dean Porter
WMPID4347,Sergio Ortiz,WMPID3114|WMPID4733|WMPID2940|WMPID966,Sergio Ortiz|Jose Castillo|Scotty Moore|Adianis Morales|Darren Soto
WMPID3114,Jose Castillo,WMPID4347|WMPID4733|WMPID2940|WMPID966,Sergio Ortiz|Jose Castillo|Scotty Moore|Adianis Morales|Darren Soto
WMPID2107,Willie Montague,WMPID1583|WMPID2275|WMPID2594|WMPID1713|WMPID4397|WMPID2268|WMPID1824|WMPID4289|WMPID4288|WMPID3347|WMPID2196|WMPID1923|WMPID4553|WMPID4843|WMPID4928,Willie Montague|Tuan Le|Natalie Jackson|Randolph Bracy|Jack Joseph Achenbach|Terence Gray|Teresa Tachon|Maxwell Alejandro Frost|Calvin Wimbish|Jason Kyle Holic|Jeffrey Boone|Peter Weed|Usha Jain|Thuy Lowe|Khalid Muneer|Corrine Brown
WMPID4623,Amanda Makki,WMPID144|WMPID145|WMPID1926|WMPID2226|WMPID4433|WMPID3278|WMPID971,Amanda Makki|Anna Paulina Luna|Jacob Curnow|Frank Craft|Moneer Kheireddine|Kevin Hayslett|Eric Lynn|Christine Quinn
WMPID144,Anna Paulina Luna,WMPID4623|WMPID145|WMPID1926|WMPID2226|WMPID4433|WMPID3278|WMPID971,Amanda Makki|Anna Paulina Luna|Jacob Curnow|Frank Craft|Moneer Kheireddine|Kevin Hayslett|Eric Lynn|Christine Quinn
WMPID145,Jacob Curnow,WMPID4623|WMPID144|WMPID1926|WMPID2226|WMPID4433|WMPID3278|WMPID971,Amanda Makki|Anna Paulina Luna|Jacob Curnow|Frank Craft|Moneer Kheireddine|Kevin Hayslett|Eric Lynn|Christine Quinn
WMPID147,Scott Franklin,WMPID4676|WMPID2262|WMPID4593|WMPID3481|WMPID2528,Scott Franklin|Kenneth James Hartpence|Jennifer Susan Raybon|Wendy June Schmeling|Eddie Tarazona|Leonard Louis Serratore
WMPID149,Frederica Wilson,WMPID172|WMPID3207|WMPID4941,Frederica Wilson|Lavern Spicer|Kevin Corey Harris|Jesus Navarro
WMPID151,Theodore Murray,WMPID4150|WMPID1091,Theodore Murray|Andrea Doria Kale|Greg Steube
WMPID155,Cindy Lyn Banyai,WMPID160|WMPID158|WMPID3586,Cindy Lyn Banyai|Patrick Post|Byron Donalds|Jim Huff
WMPID2265,Darren Dione Aquino,WMPID169|WMPID2445|WMPID4908|WMPID881,Darren Dione Aquino|Carla Spalding|Rubin Young|Robert Millwee|Debbie Wasserman Schultz
WMPID160,Patrick Post,WMPID155|WMPID158|WMPID3586,Cindy Lyn Banyai|Patrick Post|Byron Donalds|Jim Huff
WMPID1834,Lateresa Ann Jones,WMPID136|WMPID163|WMPID4372|WMPID1572|WMPID4830,Daniel Webster|Lateresa Ann Jones|Laura Loomer|Gavriel Eliyahu Soriano|Shante Munns|Kevin Dean Porter
WMPID163,Laura Loomer,WMPID136|WMPID1834|WMPID4372|WMPID1572|WMPID4830,Daniel Webster|Lateresa Ann Jones|Laura Loomer|Gavriel Eliyahu Soriano|Shante Munns|Kevin Dean Porter
WMPID166,Jim Pruden,WMPID4162|WMPID2959|WMPID3412|WMPID2313|WMPID4005|WMPID2941|WMPID2386|WMPID4756|WMPID4782|WMPID150,Jim Pruden|Christine Scott|Christy Mclaughlin|Jared Moskowitz|Ben Sorensen|Joe Budd|Ira Weinstein|Michaelangelo Collins Hamilton|Myles Perrone|W Michael Trout|Allen Ellison
WMPID4162,Christine Scott,WMPID166|WMPID2959|WMPID3412|WMPID2313|WMPID4005|WMPID2941|WMPID2386|WMPID4756|WMPID4782|WMPID150,Jim Pruden|Christine Scott|Christy Mclaughlin|Jared Moskowitz|Ben Sorensen|Joe Budd|Ira Weinstein|Michaelangelo Collins Hamilton|Myles Perrone|W Michael Trout|Allen Ellison
WMPID169,Carla Spalding,WMPID2265|WMPID2445|WMPID4908|WMPID881,Darren Dione Aquino|Carla Spalding|Rubin Young|Robert Millwee|Debbie Wasserman Schultz
WMPID172,Lavern Spicer,WMPID149|WMPID3207|WMPID4941,Frederica Wilson|Lavern Spicer|Kevin Corey Harris|Jesus Navarro
WMPID175,Carlos Gimenez,WMPID2458|WMPID4740|WMPID3626,Carlos Gimenez|Carlos Martinez Garin|Robert Asencio|Alan Mark Grayson
WMPID180,Valbrun Almonord,WMPID3830|WMPID973,Valbrun Almonord|Andrew Pacetti|Drew Ferguson
WMPID185,Nikema Williams,WMPID4211,Nikema Williams|Christian Gerard Zimm
WMPID189,Marjorie Greene,WMPID2977|WMPID1711,Marjorie Greene|Marcus Flowers|Angela Pence
WMPID1902,Mark Gonsalves,WMPID1096,Mark Gonsalves|Lucy McBath
WMPID191,Richard McCormick,WMPID3230,Richard McCormick|Robert Franklin III Christian
WMPID192,Austin Scott,WMPID1702|WMPID4328|WMPID4038,Austin Scott|Mark Mosley|Michelle Cope|Darrius Maurice Butler
WMPID195,Andrew Clyde,WMPID3754,Andrew Clyde|Michael Ford
WMPID197,Liz Johnson,WMPID793|WMPID3167,Liz Johnson|Richard W Allen|Neil Singleton
WMPID3294,Caesar Gonzales,WMPID794|WMPID1099,Caesar Gonzales|David Scott|Martin Cowen
WMPID206,Joe Akana,WMPID3270|WMPID1101,Joe Akana|Jill Naomi Tokuda|Michelle Tippens
WMPID209,Ashley Hinson,WMPID1561,Ashley Hinson|Elizabeth Mathis
WMPID212,Randy Feenstra,WMPID2613|WMPID3295|WMPID3152|WMPID4985,Randy Feenstra|Ryan O'Leary|Kyle William Grossman|Ryan Michael Appleton Melton|Bryan Jack Holder
WMPID222,Mike Quigley,WMPID4567|WMPID1110,Mike Quigley|Jerico Matias Cruz|Tom Hanson
WMPID228,Joseph Severino,WMPID800,Joseph Severino|Brad Schneider
WMPID233,Mary Miller,WMPID4926,Mary Miller|Paul Lange
WMPID236,Esther Joy King,WMPID3606,Esther Joy King|Eric Sorensen
WMPID237,Frank J. Mrvan,WMPID5162|WMPID1819,Frank J. Mrvan|Bill Powers|Jennifer-Ruth Green
WMPID5162,Bill Powers,WMPID237|WMPID1819,Frank J. Mrvan|Bill Powers|Jennifer-Ruth Green
WMPID244,Victoria Spartz,WMPID1125,Victoria Spartz|Jeannine Lee Lake
WMPID248,Larry Bucshon,WMPID3799|WMPID3144,Larry Bucshon|Andrew Horning|Ray Mccormick
WMPID254,Tracey Mann,WMPID4850,Tracey Mann|James Kenneth Beard
WMPID256,Jake Laturner,WMPID3427,Jake Laturner|Patrick Schmidt
WMPID258,Amanda Adkins,WMPID1128,Amanda Adkins|Sharice Davids
WMPID267,Hal Rogers,WMPID2950,Hal Rogers|Conor Halbleib
WMPID271,Andy Barr,WMPID5112|WMPID4140,Andy Barr|Maurice Randall Cravens|Geoffrey Young
WMPID273,Steve Scalise,WMPID4948,Steve Scalise|Katie Darling Darling
WMPID3163,John Robert Badger,WMPID3927|WMPID5049|WMPID5093,John Robert Badger|Julia Letlow|Hunter Pullen|Walter Earl Huff
WMPID295,Jake Auchincloss,WMPID301|WMPID2104|WMPID5076,Jake Auchincloss|Julie Hall|Emily Burns|David Cannata
WMPID301,Julie Hall,WMPID295|WMPID2104|WMPID5076,Jake Auchincloss|Julie Hall|Emily Burns|David Cannata
WMPID317,Bill Keating,WMPID2900|WMPID2893|WMPID1974|WMPID1472,Bill Keating|Mark Littles|Jesse Brown|Grant Smith Ellis|Dan Sullivan
WMPID4996,Scott M Collier,WMPID323,Scott M Collier|Kweisi Mfume
WMPID320,Chris Palombi,WMPID806,Chris Palombi|Steny H Hoyer
WMPID322,Neil Parrott,WMPID3989|WMPID987,Neil Parrott|David August|David Trone
WMPID326,Gregory Coll,WMPID1944|WMPID986,Gregory Coll|Kevin Andres Garcia|Jamie Raskin
WMPID334,Bill Huizenga,WMPID1659|WMPID5097,Bill Huizenga|Joseph Alfonso|Lorence Raymond Wenke
WMPID338,Hillary Scholten,WMPID4736|WMPID5131|WMPID5126,Hillary Scholten|John Gibbs|Jamie Lewis|Louis Palus
WMPID5127,David Canny,WMPID347|WMPID807|WMPID5155,David Canny|Paul Junge|Dan Kildee|Kathy Goodwin
WMPID347,Paul Junge,WMPID5127|WMPID807|WMPID5155,David Canny|Paul Junge|Dan Kildee|Kathy Goodwin
WMPID5154,Mike Saliba,WMPID351|WMPID3841|WMPID1537|WMPID4164|WMPID5134,Mike Saliba|Lisa McClain|Eric James Borrell|John James|Carl Marlinga|Andrea Kirby
WMPID351,Lisa McClain,WMPID5154|WMPID3841|WMPID1537|WMPID4164|WMPID5134,Mike Saliba|Lisa McClain|Eric James Borrell|John James|Carl Marlinga|Andrea Kirby
WMPID363,Tyler Kistner,WMPID991,Tyler Kistner|Angie Craig
WMPID367,Betty McCollum,WMPID2397,Betty McCollum|May Lor Xiong
WMPID375,Michelle Fischbach,WMPID2853|WMPID4880,Michelle Fischbach|Travis Johnson|Jill Abahsain
WMPID392,Sam Graves,WMPID5054|WMPID3060,Sam Graves|Andy Maidment|Henry Robert Martin
WMPID399,Brian Flowers,WMPID901,Brian Flowers|Bennie G Thompson
WMPID1739,Sam Rankin,WMPID2752|WMPID1677|WMPID2996|WMPID902,Sam Rankin|Curt Andrew Sr. Zygmond|Penny Ronning|Gary Buchanan|Matt Rosendale
WMPID402,Deborah Ross,WMPID1727,Deborah Ross|Christine Villaverde
WMPID405,Sandy Smith,WMPID813|WMPID1782,Sandy Smith|Eshan Patel|Don Davis
WMPID406,Greg Murphy,WMPID4687,Greg Murphy|Barbara Gaskins
WMPID413,Dan Bishop,WMPID1168,Dan Bishop|Scott Huffman
WMPID1900,David Else,WMPID428|WMPID998,David Else|Mark Elworth Jr|Adrian Smith
WMPID428,Mark Elworth Jr,WMPID1900|WMPID998,David Else|Mark Elworth Jr|Adrian Smith
WMPID436,Ann Kuster,WMPID1898|WMPID3998|WMPID4345|WMPID4495|WMPID3463|WMPID4037|WMPID1937|WMPID3349|WMPID4854|WMPID999|WMPID4938,Ann Kuster|Robert Andrew Burns|William Michael Bryk|Dean Allan Poirier|Jeffrey Greeson|Jeff Cozzens|Jason Daniel Riddle|Lily Tang Williams|Scott Black|George Hansel|Michael Callis|Jay Mercer
WMPID443,Frank Pallotta,WMPID5141|WMPID4971|WMPID5160|WMPID1000,Frank Pallotta|Louis Vellucci|Trevor James Ferrigno|Jeremy Marcus|Josh Gottheimer
WMPID5141,Louis Vellucci,WMPID443|WMPID4971|WMPID5160|WMPID1000,Frank Pallotta|Louis Vellucci|Trevor James Ferrigno|Jeremy Marcus|Josh Gottheimer
WMPID444,Tom Kean,WMPID1410|WMPID4190|WMPID3925|WMPID1181,Tom Kean|Veronica Fernandez|Harsh Naik|Clayton Pajunas|Tom Malinowski
WMPID447,Billy Prempeh,WMPID2490|WMPID1001,Billy Prempeh|Sean Armstrong Armstrong|Bill Pascrell Jr.
WMPID2665,David Pinckney,WMPID816|WMPID2874,David Pinckney|Donald M Payne Jr.|Kendal Ludden
WMPID451,Michelle Garcia Holmes,WMPID3359|WMPID4714,Michelle Garcia Holmes|Melanie Stansbury|Cameron Alton Sr Chick
WMPID453,Teresa Leger,WMPID2867,Teresa Leger|Alexis Martinez Johnson
WMPID2657,Russell Best,WMPID818|WMPID4785,Russell Best|Mark Amodei|E M Krause
WMPID2734,Samuel James Peters,WMPID819|WMPID3186,Samuel James Peters|Steven Horsford|John Johnson
WMPID2343,Bridget Fleming,WMPID2494|WMPID3959|WMPID4184,Bridget Fleming|Anthony Figliola|Lalota Nick|Michelle Bond
WMPID470,Jackie Gordon,WMPID471|WMPID3519|WMPID4675,Jackie Gordon|Andrew Garbarino|Robert Michael Cornicelli|Mike Rakebrandt
WMPID471,Andrew Garbarino,WMPID470|WMPID3519|WMPID4675,Jackie Gordon|Andrew Garbarino|Robert Michael Cornicelli|Mike Rakebrandt
WMPID2364,Melanie D'Arrigo,WMPID475|WMPID1826|WMPID3216|WMPID2299|WMPID4707|WMPID2781,Melanie D'Arrigo|George Devolder-Santos|Navjot Pal Kaur|Reema Rasool|Joshua Lafazan|Jon Kaiman|Robert Zimmerman
WMPID475,George Devolder-Santos,WMPID2364|WMPID1826|WMPID3216|WMPID2299|WMPID4707|WMPID2781,Melanie D'Arrigo|George Devolder-Santos|Navjot Pal Kaur|Reema Rasool|Joshua Lafazan|Jon Kaiman|Robert Zimmerman
WMPID480,Thomas Zmich,WMPID821,Thomas Zmich|Grace Meng
WMPID4960,Paperboy Prince,WMPID820|WMPID2115,Paperboy Prince|Nydia M Velazquez|Juan Pagan
WMPID489,Nicole Malliotakis,WMPID4324|WMPID1191|WMPID3424|WMPID3272,Nicole Malliotakis|Brittany Ramos Debarros|Max Rose|John Matland|Komi Agoda-Koussema
WMPID497,Ritchie Torres,WMPID4995,Ritchie Torres|Stylo Adonis Sapaskis
WMPID505,Jamaal Bowman,WMPID1755|WMPID2080|WMPID4823|WMPID5106|WMPID4955,Jamaal Bowman|Vedat Gashi|William Faulkner|Mark Jaffe|Miriam Levitt Flisser|John Ciampoli
WMPID506,Mondaire Jones,WMPID4133|WMPID4353|WMPID2259|WMPID4027|WMPID3101|WMPID3209|WMPID2477|WMPID4575|WMPID3801|WMPID3727|WMPID2580|WMPID3790|WMPID1875|WMPID4939,Mondaire Jones|Yan Xiong|Ashmi Sheth|Benine Hamdan|Brian Jeffrey Robinson|Brad Hoylman|Yuh-Line Niou|Jo Anne Simon|Jimmy Jiang Li|Bill De Blasio|Matthew Spencer Goldstein|Daniel Goldman|Elizabeth Holtzman|Carlina Rivera|Quanda Francis
WMPID512,Elizabeth Joy,WMPID3093|WMPID1196,Elizabeth Joy|Rostislav Rar|Paul Tonko
WMPID3480,Francis Conole,WMPID4498|WMPID2583|WMPID3687|WMPID2826|WMPID4695,Francis Conole|Hal Stewart|Sam Roberts|Brandon McDonald Williams|Steven Wells|Sarah Klee Hood
WMPID4704,Emin Egriu,WMPID1857|WMPID921,Emin Egriu|Steven Lynn II Sams|Brian M Higgins
WMPID534,Bill Johnson,WMPID2097,Bill Johnson|Louis George Lyras
WMPID551,Stephanie Bice,WMPID3077|WMPID4909,Stephanie Bice|Joshua Harris-Till|David Frosch
WMPID555,Cliff Bentz,WMPID3110,Cliff Bentz|Joseph Frederick III Yetter
WMPID559,Joanna Harbour,WMPID1009|WMPID5115,Joanna Harbour|Earl Blumenauer|David Delk
WMPID560,Alek Skarlatos,WMPID4342|WMPID5119|WMPID5152|WMPID5143,Alek Skarlatos|Valerie Hoyle|Levi Leatherberry|James Milo Howard|Michael Allan Beilstein
WMPID564,Mike Kelly,WMPID2044,Mike Kelly|Daniel Pastore
WMPID571,Lisa Scheller,WMPID1223,Lisa Scheller|Susan Wild
WMPID572,Jim Bognet,WMPID838,Jim Bognet|Matt Cartwright
WMPID590,David Cicilline,WMPID1421,David Cicilline|Allen Waters
WMPID595,Nancy Mace,WMPID2813|WMPID4171|WMPID5111,Nancy Mace|Courtney Yvonne Burks|Annie Andrews|Joseph Oddo
WMPID598,Jeff Duncan,,Jeff Duncan
WMPID606,Diana Harshbarger,WMPID5137|WMPID4286|WMPID5023,Diana Harshbarger|Richard Baker|Cameron Parsons|Ahmed Matthew Makrom
WMPID5137,Richard Baker,WMPID606|WMPID4286|WMPID5023,Diana Harshbarger|Richard Baker|Cameron Parsons|Ahmed Matthew Makrom
WMPID607,Chuck Fleischmann,WMPID609|WMPID5150,Chuck Fleischmann|Meg Gorman|Rick Tyler
WMPID609,Meg Gorman,WMPID607|WMPID5150,Chuck Fleischmann|Meg Gorman|Rick Tyler
WMPID610,Scott Desjarlais,WMPID2587|WMPID5110|WMPID5159|WMPID1836,Scott Desjarlais|Clyde Benson|Mike Winton|Tharon Chandler|Russell Steele
WMPID2077,George Jr Flinn,WMPID1239|WMPID617|WMPID5156|WMPID1018,George Jr Flinn|Charlotte Bergmann|Dennis Clark|Paul Cook|Steve Cohen
WMPID1239,Charlotte Bergmann,WMPID2077|WMPID617|WMPID5156|WMPID1018,George Jr Flinn|Charlotte Bergmann|Dennis Clark|Paul Cook|Steve Cohen
WMPID617,Dennis Clark,WMPID2077|WMPID1239|WMPID5156|WMPID1018,George Jr Flinn|Charlotte Bergmann|Dennis Clark|Paul Cook|Steve Cohen
WMPID628,Patrick Fallon,WMPID3054|WMPID5030,Patrick Fallon|Iroghama Omere|John Simmons
WMPID636,Wesley Hunt,WMPID3634|WMPID4933,Wesley Hunt|Duncan Foster Klussmann|Joel Dejean
WMPID2863,Laura Jones,WMPID3680|WMPID2639,Laura Jones|Roy Eriksen|Morgan Joe Luttrell
WMPID639,Johnny Teague,WMPID1246,Johnny Teague|Lizzie Fletcher
WMPID3680,Roy Eriksen,WMPID2863|WMPID2639,Laura Jones|Roy Eriksen|Morgan Joe Luttrell
WMPID645,August Pfluger,,August Pfluger
WMPID650,Ronny Jackson,WMPID3470,Ronny Jackson|Mary Kathleen Brown
WMPID3356,Mikal Williams,WMPID848,Mikal Williams|Randy Weber
WMPID654,Monica De La Cruz Hernandez,WMPID3257|WMPID1260,Monica De La Cruz Hernandez|Michelle Vallejo|Ross Leone
WMPID655,Irene Armendariz-Jackson,WMPID1251,Irene Armendariz-Jackson|Veronica Escobar
WMPID1903,Eldon Dan Mcqueen,WMPID3613|WMPID2797,Eldon Dan Mcqueen|Greg Casar|Michael Idrogo
WMPID667,Troy Nehls,WMPID3038|WMPID4258,Troy Nehls|Joseph Jr. Leblanc|Jamie Kaye Jordan
WMPID3038,Joseph Jr. Leblanc,WMPID667|WMPID4258,Troy Nehls|Joseph Jr. Leblanc|Jamie Kaye Jordan
WMPID671,Beth Van Duyne,WMPID1960,Beth Van Duyne|Jan Mcdowell
WMPID4973,Chris Royal,WMPID1665|WMPID3638|WMPID1023,Chris Royal|Mayra Nohemi Flores|Ronald Mills|Vicente Gonzalez
WMPID688,Tony Gonzales,WMPID3703|WMPID4195,Tony Gonzales|John Lira|Francisco Jr Lopez
WMPID690,Jennifer Sharon,WMPID846|WMPID928,Jennifer Sharon|Clark Paterson|Lloyd Doggett
WMPID696,Blake Moore,WMPID3504,Blake Moore|Rick Jones
WMPID706,Burgess Owens,WMPID2610|WMPID4007,Burgess Owens|January Walker|Darlene Mcdonald
WMPID5138,David Foster,WMPID4367|WMPID3620|WMPID1266,David Foster|Austin Ryan Nichols|Herbert Carroll Jr Jones|Rob Wittman
WMPID713,Leon Benjamin,WMPID1028,Leon Benjamin|Donald McEachin
WMPID715,Bob Good,WMPID2345,Bob Good|Joshua Throneburg
WMPID726,Morgan Griffith,WMPID2144,Morgan Griffith|Taysha Lee Devaughan
WMPID735,Rick Larsen,WMPID736|WMPID1582,Rick Larsen|Jason Call|Dan Matthews
WMPID736,Jason Call,WMPID735|WMPID1582,Rick Larsen|Jason Call|Dan Matthews
WMPID742,Elizabeth Kreiselmaier,WMPID859,Elizabeth Kreiselmaier|Derek Kilmer
WMPID743,Suzan DelBene,WMPID2621,Suzan DelBene|Vincent Cavaleri
WMPID746,Marilyn Strickland,WMPID860,Marilyn Strickland|Keith Swank
WMPID753,Derrick Van Orden,WMPID2537,Derrick Van Orden|Brad Pfaff
WMPID755,Scott Fitzgerald,WMPID2197|WMPID3315,Scott Fitzgerald|Mike Van Someren|Jim Kidd Kidd
WMPID758,Tom Tiffany,WMPID3010|WMPID4954,Tom Tiffany|George Kellogg|Richard Ausman
WMPID764,Lacy Watson,WMPID5094|WMPID1285,Lacy Watson|Belinda Fox-Spencer|Carol Miller
WMPID5094,Belinda Fox-Spencer,WMPID764|WMPID1285,Lacy Watson|Belinda Fox-Spencer|Carol Miller
WMPID767,Lynnette Grey Bull,WMPID5149|WMPID4061|WMPID4514,Lynnette Grey Bull|Richard Brubaker|Harriet Hageman|Marissa Joy Selvig
WMPID2813,Courtney Yvonne Burks,WMPID595|WMPID4171|WMPID5111,Nancy Mace|Courtney Yvonne Burks|Annie Andrews|Joseph Oddo
WMPID2014,Sarah Palin,WMPID4003|WMPID4308|WMPID4360,Sarah Palin|Nicholas III Begich|Mary Peltola|Tara Sweeney
WMPID4003,Nicholas III Begich,WMPID2014|WMPID4308|WMPID4360,Sarah Palin|Nicholas III Begich|Mary Peltola|Tara Sweeney
WMPID4308,Mary Peltola,WMPID2014|WMPID4003|WMPID4360,Sarah Palin|Nicholas III Begich|Mary Peltola|Tara Sweeney
WMPID4360,Tara Sweeney,WMPID2014|WMPID4003|WMPID4308,Sarah Palin|Nicholas III Begich|Mary Peltola|Tara Sweeney
WMPID4534,Jonathan Smith,WMPID24|WMPID1038,Phyllis Harvey-Hall|Jonathan Smith|Barry Moore
WMPID769,Mike D Rogers,WMPID2759|WMPID2793|WMPID5100,Mike D Rogers|Douglas Bell|Karen Lin Veasey|Thomas Casson
WMPID2759,Douglas Bell,WMPID769|WMPID2793|WMPID5100,Mike D Rogers|Douglas Bell|Karen Lin Veasey|Thomas Casson
WMPID2793,Karen Lin Veasey,WMPID769|WMPID2759|WMPID5100,Mike D Rogers|Douglas Bell|Karen Lin Veasey|Thomas Casson
WMPID4902,John Charles Cochran,WMPID944|WMPID1040,John Charles Cochran|Robert B Aderholt|Rick Neighbors
WMPID3188,Dale Whitney Strong,WMPID2993|WMPID2063,Dale Whitney Strong|Kathy Warner-Stanton|Phillip Joseph Greer
WMPID2993,Kathy Warner-Stanton,WMPID3188|WMPID2063,Dale Whitney Strong|Kathy Warner-Stanton|Phillip Joseph Greer
WMPID2063,Phillip Joseph Greer,WMPID3188|WMPID2993,Dale Whitney Strong|Kathy Warner-Stanton|Phillip Joseph Greer
WMPID2677,Beatrice Jackson Nichols,WMPID27|WMPID4010,Terri A Sewell|Beatrice Jackson Nichols|Gavin Joesph Goodman
WMPID4010,Gavin Joesph Goodman,WMPID27|WMPID2677,Terri A Sewell|Beatrice Jackson Nichols|Gavin Joesph Goodman
WMPID3089,Monte Hodges,WMPID28|WMPID2895,Rick Crawford|Monte Hodges|Roger Daugherty
WMPID2895,Roger Daugherty,WMPID28|WMPID3089,Rick Crawford|Monte Hodges|Roger Daugherty
WMPID2822,Quintessa Hathaway,WMPID2319|WMPID863,Quintessa Hathaway|Michael White|French Hill
WMPID2319,Michael White,WMPID2822|WMPID863,Quintessa Hathaway|Michael White|French Hill
WMPID2651,Lauren Hays,WMPID30|WMPID1041,Steve Womack|Lauren Hays|Mike Kalagias
WMPID4244,John White,WMPID3596|WMPID864,John White|Gregory Maxwell|Bruce Westerman
WMPID3596,Gregory Maxwell,WMPID4244|WMPID864,John White|Gregory Maxwell|Bruce Westerman
WMPID3767,Walter Jack Blackman,WMPID2790,Walter Jack Blackman|Jevin Hodge
WMPID1594,Eli Crane,WMPID945,Eli Crane|Tom O'Halleran
WMPID2788,Kirsten Engel,WMPID1822|WMPID4177|WMPID2195|WMPID866,Kirsten Engel|Juan Ciscomani|William Foster|Frank Bertone|David Schweikert
WMPID1822,Juan Ciscomani,WMPID2788|WMPID4177|WMPID2195|WMPID866,Kirsten Engel|Juan Ciscomani|William Foster|Frank Bertone|David Schweikert
WMPID1650,Luis Pozzolo,WMPID4478|WMPID867,Luis Pozzolo|Jeffrey Nelson Zink|Ruben Gallego
